Time,Heading
2016-05-09 22:05:38 +0000,268.696752
2016-05-09 22:05:39 +0000,266.464806
2016-05-09 22:05:40 +0000,180.000000
2016-05-09 22:05:40 +0000,270.276281
2016-05-09 22:05:41 +0000,269.018692
2016-05-09 22:05:42 +0000,263.236145
2016-05-09 22:05:43 +0000,263.640664
2016-05-09 22:05:44 +0000,264.719442
2016-05-09 22:05:45 +0000,262.307968
2016-05-09 22:05:46 +0000,261.248555
2016-05-09 22:05:47 +0000,255.086873
2016-05-09 22:05:48 +0000,254.355947
2016-05-09 22:05:49 +0000,251.635864
2016-05-09 22:05:50 +0000,251.786977
2016-05-09 22:05:51 +0000,249.448256
2016-05-09 22:05:52 +0000,246.076996
2016-05-09 22:05:53 +0000,244.733247
2016-05-09 22:05:54 +0000,246.418910
2016-05-09 22:05:55 +0000,243.058500
2016-05-09 22:05:56 +0000,241.958778
2016-05-09 22:05:57 +0000,242.343669
2016-05-09 22:05:58 +0000,241.329605
2016-05-09 22:05:59 +0000,228.893452
2016-05-09 22:06:00 +0000,218.289938
2016-05-09 22:06:01 +0000,213.795171
2016-05-09 22:06:02 +0000,186.822700
2016-05-09 22:06:03 +0000,233.317772
2016-05-09 22:06:04 +0000,273.839635
2016-05-09 22:06:05 +0000,274.590794
2016-05-09 22:06:06 +0000,268.389222
2016-05-09 22:06:07 +0000,261.420843
2016-05-09 22:06:08 +0000,264.075892
2016-05-09 22:06:09 +0000,255.841864
2016-05-09 22:06:10 +0000,241.081029
2016-05-09 22:06:11 +0000,214.187881
2016-05-09 22:06:12 +0000,192.267446
2016-05-09 22:06:13 +0000,181.469328
2016-05-09 22:06:14 +0000,176.849695
2016-05-09 22:06:15 +0000,175.053266
2016-05-09 22:06:16 +0000,174.328927
2016-05-09 22:06:17 +0000,169.910764
2016-05-09 22:06:18 +0000,171.608783
2016-05-09 22:06:19 +0000,169.287760
2016-05-09 22:06:20 +0000,163.700617
2016-05-09 22:06:21 +0000,162.467506
2016-05-09 22:06:22 +0000,161.355436
2016-05-09 22:06:23 +0000,161.654700
2016-05-09 22:06:24 +0000,155.011051
2016-05-09 22:06:25 +0000,149.415185
2016-05-09 22:06:26 +0000,156.386071
2016-05-09 22:06:27 +0000,187.057534
2016-05-09 22:06:28 +0000,241.030305
2016-05-09 22:06:29 +0000,249.889500
2016-05-09 22:06:30 +0000,239.018457
2016-05-09 22:06:31 +0000,234.100095
2016-05-09 22:06:32 +0000,232.942487
2016-05-09 22:06:33 +0000,226.968091
2016-05-09 22:06:34 +0000,224.655575
2016-05-09 22:06:35 +0000,221.656228
2016-05-09 22:06:36 +0000,224.514565
2016-05-09 22:06:37 +0000,221.917930
2016-05-09 22:06:38 +0000,214.447343
2016-05-09 22:06:39 +0000,214.317201
2016-05-09 22:06:40 +0000,217.741907
2016-05-09 22:06:41 +0000,212.386042
2016-05-09 22:06:42 +0000,208.395936
2016-05-09 22:06:43 +0000,207.289298
2016-05-09 22:06:44 +0000,202.061150
2016-05-09 22:06:45 +0000,197.657859
2016-05-09 22:06:46 +0000,192.384358
2016-05-09 22:06:47 +0000,189.665274
2016-05-09 22:06:48 +0000,194.240917
2016-05-09 22:06:49 +0000,208.903498
2016-05-09 22:06:50 +0000,205.668278
2016-05-09 22:06:51 +0000,197.747052
2016-05-09 22:06:52 +0000,196.081287
2016-05-09 22:06:53 +0000,191.491648
2016-05-09 22:06:54 +0000,190.727275
2016-05-09 22:06:55 +0000,187.134609
2016-05-09 22:06:56 +0000,190.510801
2016-05-09 22:06:57 +0000,198.006576
2016-05-09 22:06:58 +0000,195.254138
2016-05-09 22:06:59 +0000,189.570431
2016-05-09 22:07:00 +0000,249.822492
2016-05-09 22:07:01 +0000,314.953275
2016-05-09 22:07:02 +0000,330.065831
2016-05-09 22:07:03 +0000,330.187672
2016-05-09 22:07:04 +0000,331.200950
2016-05-09 22:07:05 +0000,327.811856
2016-05-09 22:07:06 +0000,324.279171
2016-05-09 22:07:07 +0000,319.382948
2016-05-09 22:07:08 +0000,320.793055
2016-05-09 22:07:09 +0000,322.734230
