Time,X,Y,Z
2016-05-09 22:05:37 +0000,0.175871,-0.286155,0.450496
2016-05-09 22:05:38 +0000,0.126788,-0.342202,0.312280
2016-05-09 22:05:39 +0000,0.553212,0.146102,0.384327
2016-05-09 22:05:40 +0000,-0.350483,-0.151320,0.116534
2016-05-09 22:05:42 +0000,-0.497439,0.363289,0.077532
2016-05-09 22:05:42 +0000,0.123620,-0.035433,-0.118664
2016-05-09 22:05:43 +0000,0.007715,0.078791,0.078888
2016-05-09 22:05:45 +0000,0.075063,-0.072515,0.163020
2016-05-09 22:05:46 +0000,-0.108166,-0.267986,0.066658
2016-05-09 22:05:46 +0000,0.018478,0.201058,-0.062548
2016-05-09 22:05:48 +0000,0.228963,0.272287,-0.103190
2016-05-09 22:05:49 +0000,-0.047306,0.060481,-0.394757
2016-05-09 22:05:49 +0000,-0.497686,-0.211350,-0.283797
2016-05-09 22:05:51 +0000,0.291539,0.169334,0.029047
2016-05-09 22:05:52 +0000,0.181473,0.307685,-0.007794
2016-05-09 22:05:53 +0000,-0.706284,-0.510756,-0.315171
2016-05-09 22:05:54 +0000,-0.073810,0.222064,-0.172045
2016-05-09 22:05:55 +0000,-0.009824,-0.102478,-0.239649
2016-05-09 22:05:56 +0000,0.070043,0.090630,-0.223715
2016-05-09 22:05:57 +0000,0.148094,-0.030101,-0.148706
2016-05-09 22:05:58 +0000,0.061357,-0.164157,-0.064946
2016-05-09 22:05:59 +0000,0.257632,0.369388,0.629341
2016-05-09 22:06:00 +0000,0.178518,0.219752,0.386003
2016-05-09 22:06:01 +0000,-0.210913,-0.396005,0.403461
2016-05-09 22:06:02 +0000,0.075284,-0.390037,-0.061685
2016-05-09 22:06:03 +0000,0.760933,-0.279057,-0.440879
2016-05-09 22:06:04 +0000,-0.633996,-0.279855,0.244871
2016-05-09 22:06:05 +0000,-0.038139,0.091455,0.391224
2016-05-09 22:06:06 +0000,0.413266,-0.215285,-0.005995
2016-05-09 22:06:07 +0000,0.556849,0.371833,0.179666
2016-05-09 22:06:08 +0000,0.368549,0.042540,0.096986
2016-05-09 22:06:09 +0000,-0.213997,-0.145247,-0.001806
2016-05-09 22:06:10 +0000,-0.591314,-0.351316,0.633657
2016-05-09 22:06:11 +0000,-0.346859,-0.018921,1.048065
2016-05-09 22:06:12 +0000,0.932877,0.295404,0.867590
2016-05-09 22:06:13 +0000,0.204930,0.049851,0.715639
2016-05-09 22:06:14 +0000,-0.218012,0.118258,0.342330
2016-05-09 22:06:15 +0000,-0.117609,0.411531,0.606308
2016-05-09 22:06:16 +0000,-0.510772,-0.149729,0.059725
2016-05-09 22:06:17 +0000,0.056310,0.132268,0.249928
2016-05-09 22:06:18 +0000,0.073492,-0.002570,-0.006901
2016-05-09 22:06:19 +0000,0.011875,0.265057,0.017225
2016-05-09 22:06:20 +0000,0.203009,0.027789,0.154977
2016-05-09 22:06:21 +0000,-0.006677,0.030499,-0.051653
2016-05-09 22:06:22 +0000,0.244028,-0.093365,-0.095531
2016-05-09 22:06:23 +0000,-0.008309,0.017004,-0.326138
2016-05-09 22:06:24 +0000,-0.096884,0.080410,-0.388562
2016-05-09 22:06:25 +0000,0.008317,-0.001086,-0.302426
2016-05-09 22:06:26 +0000,0.247219,0.232132,-0.326951
2016-05-09 22:06:27 +0000,0.046767,0.014468,-1.005358
2016-05-09 22:06:28 +0000,0.145956,-0.186808,-0.775348
2016-05-09 22:06:29 +0000,-0.046590,0.471743,-0.205009
2016-05-09 22:06:30 +0000,0.292058,0.193566,-0.250006
2016-05-09 22:06:31 +0000,-0.123150,0.029512,-0.217923
2016-05-09 22:06:32 +0000,-1.020964,-0.009064,-0.156659
2016-05-09 22:06:33 +0000,0.093789,-0.198481,0.421079
2016-05-09 22:06:34 +0000,0.501901,0.502706,0.082810
2016-05-09 22:06:35 +0000,-0.936609,-0.085695,-0.744048
2016-05-09 22:06:36 +0000,-1.188466,-0.230415,-0.709001
2016-05-09 22:06:37 +0000,-0.476877,0.321922,-0.139154
2016-05-09 22:06:38 +0000,-0.304211,0.372077,-0.211011
2016-05-09 22:06:39 +0000,-0.384016,-0.074035,-0.477308
2016-05-09 22:06:40 +0000,-0.363432,0.432691,-0.380811
2016-05-09 22:06:41 +0000,0.102787,0.056158,-0.299436
2016-05-09 22:06:42 +0000,0.002225,-0.338580,-0.419394
2016-05-09 22:06:43 +0000,0.000900,0.177823,-0.388941
2016-05-09 22:06:44 +0000,0.380249,-0.130315,-0.095524
2016-05-09 22:06:45 +0000,0.365416,-0.161441,0.334543
2016-05-09 22:06:46 +0000,0.511767,-0.009300,0.196770
2016-05-09 22:06:47 +0000,0.403870,0.040684,0.379075
2016-05-09 22:06:48 +0000,0.434648,0.178331,0.411599
2016-05-09 22:06:49 +0000,0.259641,0.249071,0.334745
2016-05-09 22:06:50 +0000,0.123783,-0.218546,0.978630
2016-05-09 22:06:51 +0000,-0.218852,-0.108550,0.522412
2016-05-09 22:06:52 +0000,0.401328,0.533607,0.500929
2016-05-09 22:06:53 +0000,0.335364,-0.271500,0.394743
2016-05-09 22:06:54 +0000,-0.418925,-0.170227,0.042557
2016-05-09 22:06:55 +0000,-0.520847,0.153013,-0.001933
2016-05-09 22:06:56 +0000,-0.269878,-0.158962,-0.113075
