Time,Lat,Lon,Altitude,Accuracy,Heading,Speed,ETA
1462373898.564752,42.356387,-71.097498,6.422878,10.000000,353.320312,0.000000,inf
1462373898.564783,42.356387,-71.097498,6.422878,10.000000,353.320312,0.000000,inf
1462373898.966000,42.356387,-71.097498,6.422878,10.000000,353.320312,0.000000,inf
1462373899.000967,42.356387,-71.097498,6.422878,10.000000,353.320312,0.000000,inf
1462373898.999999,42.356391,-71.097499,6.350338,10.000000,353.320312,0.170000,1513.534649
1462373899.999996,42.356391,-71.097499,6.417141,5.000000,353.320312,0.000000,6054.138594
1462373901.000021,42.356373,-71.097496,6.526546,5.000000,353.320312,0.260000,1200.915415
1462373901.999905,42.356385,-71.097492,6.657558,5.000000,353.320312,0.690000,372.849513
1462373902.999916,42.356388,-71.097470,6.704617,5.000000,21.445312,0.760000,250.366835
1462373903.999927,42.356420,-71.097468,7.497372,5.000000,21.445312,0.380000,460.012594
1462373904.999932,42.356433,-71.097450,7.469814,5.000000,21.445312,0.740000,395.443593
1462373905.999932,42.356436,-71.097432,6.871761,5.000000,52.382812,0.800000,243.933556
1462373906.999933,42.356435,-71.097424,6.936672,5.000000,49.218750,0.810000,213.514949
1462373907.999932,42.356437,-71.097422,6.938259,5.000000,49.218750,0.620000,252.651338
1462373908.999933,42.356439,-71.097423,6.226406,5.000000,49.218750,0.670000,253.656339
1462373909.999931,42.356441,-71.097421,5.753963,5.000000,49.218750,0.700000,247.560499
1462373910.999932,42.356443,-71.097422,5.534176,5.000000,49.218750,0.650000,263.074998
1462373911.999933,42.356447,-71.097421,5.842251,5.000000,359.296875,0.780000,223.047595
1462373912.999932,42.356451,-71.097421,5.742184,5.000000,351.914062,0.800000,563.832521
1462373913.999933,42.356456,-71.097422,5.834866,5.000000,351.914062,0.800000,683.381261
1462373914.999933,42.356461,-71.097426,5.630550,5.000000,342.070312,0.800000,1975.776782
1462373915.999932,42.356469,-71.097413,5.372616,5.000000,14.414062,0.830000,302.671266
1462373916.999933,42.356479,-71.097401,5.436794,5.000000,25.664062,0.840000,223.810362
1462373917.999933,42.356484,-71.097390,4.729031,5.000000,40.078125,0.830000,503.063562
1462373918.999932,42.356487,-71.097379,4.132809,5.000000,58.007812,0.830000,232.918467
1462373919.999932,42.356487,-71.097366,3.717678,5.000000,93.515625,0.830000,447.863485
1462373920.999931,42.356483,-71.097347,4.440975,5.000000,76.289062,0.840000,221.748141
1462373921.999931,42.356481,-71.097327,4.446896,5.000000,78.750000,0.840000,390.747090
1462373922.999932,42.356480,-71.097308,4.789883,5.000000,81.914062,0.850000,610.280445
1462373923.999933,42.356479,-71.097291,4.900600,5.000000,80.859375,0.850000,246.039470
1462373924.999933,42.356476,-71.097272,5.050777,5.000000,73.476562,0.850000,215.775907
1462373925.999932,42.356478,-71.097257,5.309811,5.000000,49.218750,0.850000,176.940392
1462373926.999932,42.356483,-71.097241,5.408321,5.000000,37.265625,0.850000,213.347205
1462373927.999933,42.356488,-71.097227,5.462490,5.000000,41.132812,0.840000,694.803045
1462373928.999932,42.356492,-71.097209,6.208187,5.000000,57.304688,0.850000,489.721457
1462373929.999933,42.356496,-71.097189,6.778439,5.000000,62.226562,0.850000,217.295993
1462373930.999933,42.356499,-71.097173,6.669033,5.000000,63.281250,0.860000,775.632591
1462373931.999933,42.356502,-71.097158,6.649044,5.000000,66.796875,0.860000,551.921464
1462373932.999934,42.356505,-71.097143,6.633389,5.000000,62.929688,0.870000,373.111687
1462373933.999932,42.356508,-71.097134,6.649319,5.000000,62.929688,0.870000,346.637283
1462373934.999932,42.356513,-71.097118,6.185268,5.000000,61.875000,0.880000,170.189134
1462373935.999932,42.356519,-71.097094,6.008755,5.000000,52.031250,0.840000,164.584117
1462373936.999932,42.356524,-71.097086,6.224422,5.000000,52.031250,0.840000,160.939716
1462373937.999932,42.356532,-71.097064,5.388515,5.000000,56.250000,0.840000,184.998015
1462373938.999933,42.356537,-71.097045,5.422054,5.000000,77.343750,0.850000,153.718168
1462373939.999932,42.356540,-71.097022,5.887203,5.000000,80.156250,0.860000,165.664629
1462373940.999932,42.356545,-71.097000,5.616543,5.000000,71.367188,0.860000,142.886345
1462373941.999933,42.356549,-71.096983,5.282558,5.000000,73.125000,0.860000,419.638386
1462373942.999931,42.356552,-71.096967,5.085751,5.000000,78.398438,0.860000,195.058735
1462373943.999932,42.356556,-71.096951,5.838619,5.000000,79.101562,0.870000,346.148108
1462373944.999932,42.356561,-71.096936,5.872158,5.000000,68.203125,0.880000,153.746529
1462373945.999932,42.356567,-71.096923,5.727230,5.000000,68.554688,0.880000,133.993265
1462373946.999931,42.356574,-71.096909,6.212032,5.000000,67.851562,0.890000,136.270860
1462373947.999932,42.356581,-71.096894,6.023617,5.000000,63.632812,0.900000,441.801360
1462373948.999932,42.356588,-71.096880,6.088192,5.000000,59.414062,0.920000,170.957823
1462373949.999933,42.356597,-71.096863,6.061825,5.000000,57.656250,0.940000,211.360979
1462373950.999933,42.356607,-71.096849,6.153927,5.000000,57.656250,0.940000,193.997445
1462373951.999932,42.356617,-71.096835,5.530849,5.000000,53.437500,0.940000,287.504675
1462373952.999932,42.356628,-71.096822,5.221218,5.000000,48.515625,0.940000,135.027587
1462373953.999933,42.356639,-71.096810,4.934780,5.000000,46.757812,0.940000,221.332657
1462373954.999933,42.356648,-71.096797,4.911831,5.000000,48.515625,0.940000,120.001898
1462373955.999933,42.356657,-71.096785,5.304073,5.000000,51.679688,0.940000,106.856456
1462373956.999932,42.356664,-71.096769,5.625362,5.000000,58.710938,0.950000,144.451188
1462373957.999933,42.356667,-71.096749,5.278347,5.000000,64.335938,0.960000,107.369870
1462373958.999933,42.356671,-71.096730,5.111843,5.000000,69.257812,0.960000,206.180503
1462373959.999932,42.356674,-71.096713,4.808895,5.000000,71.015625,0.960000,118.614467
1462373960.999932,42.356677,-71.096696,4.747097,5.000000,73.476562,0.960000,101.658530
1462373961.999933,42.356678,-71.096680,4.805843,5.000000,74.531250,0.960000,109.565542
1462373962.999933,42.356682,-71.096662,5.089748,5.000000,70.664062,0.970000,93.947302
1462373963.999932,42.356688,-71.096644,4.878536,5.000000,70.312500,0.970000,97.943914
1462373964.999932,42.356695,-71.096628,4.704891,5.000000,67.500000,0.970000,88.578126
1462373965.999933,42.356702,-71.096616,4.218563,5.000000,65.039062,0.970000,101.976664
1462373966.999933,42.356710,-71.096604,3.938717,5.000000,58.359375,0.970000,93.035870
1462373967.999932,42.356718,-71.096592,4.268612,5.000000,55.546875,0.970000,117.501899
1462373968.999933,42.356725,-71.096578,4.568569,5.000000,57.304688,0.970000,93.168380
1462373969.999932,42.356730,-71.096571,3.706509,5.000000,56.953125,0.960000,97.710589
1462373970.999932,42.356735,-71.096563,3.789944,5.000000,60.468750,0.960000,84.122704
1462373971.999932,42.356739,-71.096554,3.803066,5.000000,65.039062,0.970000,180.194173
1462373972.999932,42.356741,-71.096543,3.950680,5.000000,70.664062,0.970000,107.044063
1462373973.999932,42.356744,-71.096530,4.086208,5.000000,71.015625,0.970000,119.870272
1462373974.999933,42.356746,-71.096515,3.915279,5.000000,71.367188,0.970000,173.678815
1462373975.999932,42.356749,-71.096501,3.557430,5.000000,72.421875,0.970000,135.000968
1462373976.999933,42.356752,-71.096486,3.538479,5.000000,70.664062,0.960000,87.373470
1462373977.999933,42.356760,-71.096473,3.562618,5.000000,63.281250,0.960000,85.011588
1462373978.999931,42.356767,-71.096462,3.188320,5.000000,59.062500,0.950000,251.103128
1462373979.999932,42.356773,-71.096448,3.734402,5.000000,57.656250,0.950000,89.959030
1462373980.999931,42.356779,-71.096431,3.956509,5.000000,61.171875,0.960000,91.680150
1462373981.999933,42.356784,-71.096415,3.916317,5.000000,61.171875,0.960000,92.426922
1462373982.999933,42.356790,-71.096399,4.109707,5.000000,57.304688,0.960000,69.790118
1462373983.999933,42.356795,-71.096381,4.327999,5.000000,63.632812,0.960000,64.448579
1462373984.999933,42.356801,-71.096368,4.011959,5.000000,61.171875,0.960000,91.273016
1462373985.999933,42.356807,-71.096353,3.948727,5.000000,58.710938,0.960000,192.709163
1462373986.999933,42.356814,-71.096337,3.742306,5.000000,58.359375,0.970000,472.576973
1462373987.999933,42.356820,-71.096322,3.709347,5.000000,54.843750,0.970000,227.777866
1462373988.999933,42.356825,-71.096309,3.922237,5.000000,62.929688,0.970000,67.795451
1462373989.999932,42.356832,-71.096296,4.342770,5.000000,59.414062,0.970000,56.916256
1462373990.999932,42.356836,-71.096286,4.459591,5.000000,59.414062,0.960000,53.966392
1462373991.999933,42.356843,-71.096269,2.934353,5.000000,69.609375,0.980000,73.174566
1462373992.999933,42.356846,-71.096258,2.055660,5.000000,69.609375,0.980000,80.313306
1462373993.999933,42.356851,-71.096238,3.296413,5.000000,76.289062,0.980000,138.465109
1462373994.999933,42.356857,-71.096221,3.606045,5.000000,69.257812,0.990000,67.541046
1462373995.999934,42.356861,-71.096203,3.354397,5.000000,72.070312,1.000000,49.151553
1462373996.999933,42.356863,-71.096182,3.563564,5.000000,74.882812,1.010000,45.402558
1462373997.999932,42.356862,-71.096161,3.289608,5.000000,72.070312,1.010000,46.879586
1462373998.999932,42.356862,-71.096141,2.738186,5.000000,67.851562,1.020000,64.442110
1462373999.999932,42.356865,-71.096123,2.735806,5.000000,59.062500,1.020000,153.994851
1462374000.999932,42.356869,-71.096104,2.396114,5.000000,56.953125,1.030000,59.636257
1462374001.999932,42.356872,-71.096081,3.112911,5.000000,53.085938,1.040000,96.709491
1462374002.999932,42.356879,-71.096058,3.151974,5.000000,43.593750,1.040000,86.181269
1462374003.999932,42.356886,-71.096036,2.955196,5.000000,41.835938,1.060000,38.773431
