Time,Heading
2016-05-04 14:58:19 +0000,268.381656
2016-05-04 14:58:20 +0000,281.892087
2016-05-04 14:58:21 +0000,180.000000
2016-05-04 14:58:21 +0000,286.371072
2016-05-04 14:58:22 +0000,291.000942
2016-05-04 14:58:23 +0000,297.660184
2016-05-04 14:58:24 +0000,298.160181
2016-05-04 14:58:25 +0000,293.894174
2016-05-04 14:58:26 +0000,285.925103
2016-05-04 14:58:27 +0000,268.753320
2016-05-04 14:58:28 +0000,259.226160
2016-05-04 14:58:29 +0000,252.052149
2016-05-04 14:58:30 +0000,235.508353
2016-05-04 14:58:31 +0000,231.727782
2016-05-04 14:58:32 +0000,233.427149
2016-05-04 14:58:33 +0000,231.446398
2016-05-04 14:58:34 +0000,350.377314
2016-05-04 14:58:35 +0000,15.850109
2016-05-04 14:58:36 +0000,30.389946
2016-05-04 14:58:37 +0000,39.291637
2016-05-04 14:58:38 +0000,77.104203
2016-05-04 14:58:39 +0000,82.272289
2016-05-04 14:58:40 +0000,74.162195
2016-05-04 14:58:41 +0000,72.029439
2016-05-04 14:58:42 +0000,65.756424
2016-05-04 14:58:43 +0000,66.718255
2016-05-04 14:58:44 +0000,80.981321
2016-05-04 14:58:45 +0000,84.037207
2016-05-04 14:58:46 +0000,82.589614
2016-05-04 14:58:47 +0000,81.845091
2016-05-04 14:58:48 +0000,82.542521
2016-05-04 14:58:49 +0000,80.695256
2016-05-04 14:58:50 +0000,79.997549
2016-05-04 14:58:51 +0000,77.283966
2016-05-04 14:58:52 +0000,78.183027
2016-05-04 14:58:53 +0000,74.469636
2016-05-04 14:58:54 +0000,74.175513
2016-05-04 14:58:55 +0000,74.266390
2016-05-04 14:58:56 +0000,70.127271
2016-05-04 14:58:57 +0000,83.180966
2016-05-04 14:58:58 +0000,81.251794
2016-05-04 14:58:59 +0000,78.868131
2016-05-04 14:59:00 +0000,74.239376
2016-05-04 14:59:01 +0000,71.971925
2016-05-04 14:59:02 +0000,68.449639
2016-05-04 14:59:03 +0000,63.870793
2016-05-04 14:59:04 +0000,60.148193
2016-05-04 14:59:05 +0000,62.492176
2016-05-04 14:59:06 +0000,61.265197
2016-05-04 14:59:07 +0000,58.803466
2016-05-04 14:59:08 +0000,50.214526
2016-05-04 14:59:09 +0000,46.456398
2016-05-04 14:59:10 +0000,45.868401
2016-05-04 14:59:11 +0000,65.613156
2016-05-04 14:59:12 +0000,65.738228
2016-05-04 14:59:13 +0000,67.381484
2016-05-04 14:59:14 +0000,64.378688
2016-05-04 14:59:15 +0000,58.845910
2016-05-04 14:59:16 +0000,62.498319
2016-05-04 14:59:17 +0000,57.364967
2016-05-04 14:59:18 +0000,56.875593
2016-05-04 14:59:19 +0000,73.034466
2016-05-04 14:59:20 +0000,70.443935
2016-05-04 14:59:21 +0000,65.379336
2016-05-04 14:59:22 +0000,62.922282
2016-05-04 14:59:23 +0000,60.683397
2016-05-04 14:59:24 +0000,59.556999
2016-05-04 14:59:25 +0000,57.208922
2016-05-04 14:59:26 +0000,47.735606
2016-05-04 14:59:27 +0000,47.769014
2016-05-04 14:59:28 +0000,63.475717
2016-05-04 14:59:29 +0000,72.629517
2016-05-04 14:59:30 +0000,70.888273
2016-05-04 14:59:31 +0000,70.148177
2016-05-04 14:59:32 +0000,65.764397
2016-05-04 14:59:33 +0000,63.225609
2016-05-04 14:59:34 +0000,63.397866
2016-05-04 14:59:35 +0000,63.711799
2016-05-04 14:59:36 +0000,58.762378
2016-05-04 14:59:37 +0000,57.309806
2016-05-04 14:59:38 +0000,58.162061
2016-05-04 14:59:39 +0000,56.129121
2016-05-04 14:59:40 +0000,54.836328
2016-05-04 14:59:41 +0000,57.004158
2016-05-04 14:59:42 +0000,81.468778
2016-05-04 14:59:43 +0000,88.032027
2016-05-04 14:59:44 +0000,85.670815
2016-05-04 14:59:45 +0000,77.679090
2016-05-04 14:59:46 +0000,80.329208
2016-05-04 14:59:47 +0000,77.782466
2016-05-04 14:59:48 +0000,75.009129
2016-05-04 14:59:49 +0000,74.191256
2016-05-04 14:59:50 +0000,71.615376
2016-05-04 14:59:51 +0000,68.057967
2016-05-04 14:59:52 +0000,69.717215
2016-05-04 14:59:53 +0000,67.123648
2016-05-04 14:59:54 +0000,64.304952
2016-05-04 14:59:55 +0000,89.972853
2016-05-04 14:59:56 +0000,93.744078
2016-05-04 14:59:57 +0000,94.229974
2016-05-04 14:59:58 +0000,90.694295
2016-05-04 14:59:59 +0000,82.149397
2016-05-04 15:00:00 +0000,80.109106
2016-05-04 15:00:01 +0000,80.713799
2016-05-04 15:00:02 +0000,78.684768
2016-05-04 15:00:03 +0000,76.133334
2016-05-04 15:00:04 +0000,72.644915
2016-05-04 15:00:05 +0000,70.805058
2016-05-04 15:00:06 +0000,69.619787
2016-05-04 15:00:07 +0000,67.933523
2016-05-04 15:00:08 +0000,70.985223
2016-05-04 15:00:09 +0000,81.504067
2016-05-04 15:00:10 +0000,82.536127
2016-05-04 15:00:11 +0000,85.019524
2016-05-04 15:00:12 +0000,85.618088
2016-05-04 15:00:13 +0000,85.115239
2016-05-04 15:00:14 +0000,87.755212
2016-05-04 15:00:15 +0000,72.542399
