Time,Heading
2016-05-09 22:10:28 +0000,268.487661
2016-05-09 22:10:29 +0000,273.797910
2016-05-09 22:10:30 +0000,180.000000
2016-05-09 22:10:30 +0000,270.836130
2016-05-09 22:10:31 +0000,266.082637
2016-05-09 22:10:32 +0000,266.110007
2016-05-09 22:10:33 +0000,260.668686
2016-05-09 22:10:34 +0000,256.245198
2016-05-09 22:10:35 +0000,254.054987
2016-05-09 22:10:36 +0000,258.508495
2016-05-09 22:10:37 +0000,254.215282
2016-05-09 22:10:38 +0000,252.091984
2016-05-09 22:10:39 +0000,250.783016
2016-05-09 22:10:40 +0000,242.853070
2016-05-09 22:10:41 +0000,238.025478
2016-05-09 22:10:42 +0000,236.207599
2016-05-09 22:10:43 +0000,233.945654
2016-05-09 22:10:44 +0000,227.827110
2016-05-09 22:10:45 +0000,234.042849
2016-05-09 22:10:46 +0000,232.209623
2016-05-09 22:10:47 +0000,229.956282
2016-05-09 22:10:49 +0000,224.335446
2016-05-09 22:10:49 +0000,214.609395
2016-05-09 22:10:50 +0000,250.928196
2016-05-09 22:10:52 +0000,236.194139
2016-05-09 22:10:52 +0000,215.419739
2016-05-09 22:10:53 +0000,193.378651
2016-05-09 22:10:55 +0000,185.401607
2016-05-09 22:10:56 +0000,183.518032
2016-05-09 22:10:56 +0000,187.248979
2016-05-09 22:10:58 +0000,186.543708
2016-05-09 22:10:59 +0000,182.085986
2016-05-09 22:11:00 +0000,177.227323
2016-05-09 22:11:01 +0000,174.834289
2016-05-09 22:11:02 +0000,173.313573
2016-05-09 22:11:03 +0000,176.996946
2016-05-09 22:11:04 +0000,188.822871
2016-05-09 22:11:05 +0000,192.320909
2016-05-09 22:11:06 +0000,202.122700
2016-05-09 22:11:07 +0000,206.651024
2016-05-09 22:11:08 +0000,211.144418
2016-05-09 22:11:09 +0000,201.632107
2016-05-09 22:11:10 +0000,191.383756
2016-05-09 22:11:11 +0000,193.327644
2016-05-09 22:11:12 +0000,199.999503
2016-05-09 22:11:13 +0000,195.439143
2016-05-09 22:11:14 +0000,183.021805
2016-05-09 22:11:15 +0000,165.154263
2016-05-09 22:11:16 +0000,153.940604
2016-05-09 22:11:17 +0000,144.771325
2016-05-09 22:11:18 +0000,137.935180
2016-05-09 22:11:19 +0000,130.267326
2016-05-09 22:11:20 +0000,123.521566
2016-05-09 22:11:21 +0000,124.529752
2016-05-09 22:11:22 +0000,126.504437
2016-05-09 22:11:23 +0000,127.206330
2016-05-09 22:11:24 +0000,123.767259
2016-05-09 22:11:25 +0000,123.088057
2016-05-09 22:11:26 +0000,124.559133
2016-05-09 22:11:27 +0000,118.651331
2016-05-09 22:11:28 +0000,114.481436
2016-05-09 22:11:29 +0000,115.797813
2016-05-09 22:11:30 +0000,129.722822
2016-05-09 22:11:31 +0000,109.647439
2016-05-09 22:11:32 +0000,131.978851
2016-05-09 22:11:33 +0000,167.402378
2016-05-09 22:11:34 +0000,142.682705
2016-05-09 22:11:35 +0000,108.572843
2016-05-09 22:11:36 +0000,104.149797
2016-05-09 22:11:37 +0000,109.408432
2016-05-09 22:11:38 +0000,106.928788
2016-05-09 22:11:39 +0000,93.097926
2016-05-09 22:11:40 +0000,92.495133
2016-05-09 22:11:41 +0000,93.244852
2016-05-09 22:11:42 +0000,95.946473
2016-05-09 22:11:43 +0000,92.589092
2016-05-09 22:11:44 +0000,89.679011
2016-05-09 22:11:45 +0000,84.485332
2016-05-09 22:11:46 +0000,155.134469
2016-05-09 22:11:47 +0000,198.767613
2016-05-09 22:11:48 +0000,221.328028
2016-05-09 22:11:49 +0000,220.643187
2016-05-09 22:11:50 +0000,220.411171
2016-05-09 22:11:51 +0000,214.275140
2016-05-09 22:11:52 +0000,221.877111
2016-05-09 22:11:53 +0000,217.669862
2016-05-09 22:11:54 +0000,214.898605
2016-05-09 22:11:55 +0000,212.659932
2016-05-09 22:11:56 +0000,211.357837
2016-05-09 22:11:57 +0000,203.993459
2016-05-09 22:11:58 +0000,207.938076
2016-05-09 22:11:59 +0000,210.396308
2016-05-09 22:12:00 +0000,216.846420
2016-05-09 22:12:01 +0000,248.172938
2016-05-09 22:12:02 +0000,257.473228
2016-05-09 22:12:03 +0000,242.896092
2016-05-09 22:12:04 +0000,211.209070
2016-05-09 22:12:05 +0000,181.654405
2016-05-09 22:12:06 +0000,186.124431
2016-05-09 22:12:07 +0000,209.024548
2016-05-09 22:12:08 +0000,228.196770
2016-05-09 22:12:09 +0000,240.816907
2016-05-09 22:12:10 +0000,237.328232
2016-05-09 22:12:11 +0000,227.859537
2016-05-09 22:12:12 +0000,220.726124
2016-05-09 22:12:13 +0000,214.910948
2016-05-09 22:12:14 +0000,196.215550
2016-05-09 22:12:15 +0000,171.683365
2016-05-09 22:12:16 +0000,172.334970
2016-05-09 22:12:17 +0000,173.552267
2016-05-09 22:12:18 +0000,207.079910
2016-05-09 22:12:19 +0000,242.803648
2016-05-09 22:12:20 +0000,263.075250
2016-05-09 22:12:21 +0000,266.602207
2016-05-09 22:12:22 +0000,265.189420
2016-05-09 22:12:23 +0000,275.667156
2016-05-09 22:12:24 +0000,273.550242
2016-05-09 22:12:25 +0000,273.120759
2016-05-09 22:12:26 +0000,272.796178
2016-05-09 22:12:27 +0000,280.653559
2016-05-09 22:12:28 +0000,276.224308
2016-05-09 22:12:29 +0000,286.652655
2016-05-09 22:12:30 +0000,281.922278
2016-05-09 22:12:31 +0000,279.684349
2016-05-09 22:12:32 +0000,282.693037
2016-05-09 22:12:33 +0000,285.501016
2016-05-09 22:12:34 +0000,283.387637
2016-05-09 22:12:35 +0000,279.797861
2016-05-09 22:12:36 +0000,284.122068
2016-05-09 22:12:37 +0000,283.645551
2016-05-09 22:12:38 +0000,294.990120
2016-05-09 22:12:39 +0000,283.248829
2016-05-09 22:12:40 +0000,285.241642
2016-05-09 22:12:41 +0000,277.270842
2016-05-09 22:12:42 +0000,277.817414
2016-05-09 22:12:43 +0000,267.214933
2016-05-09 22:12:44 +0000,264.337978
2016-05-09 22:12:45 +0000,274.720938
2016-05-09 22:12:46 +0000,274.899633
2016-05-09 22:12:47 +0000,269.979938
2016-05-09 22:12:48 +0000,278.909267
2016-05-09 22:12:49 +0000,272.642382
2016-05-09 22:12:50 +0000,264.449787
2016-05-09 22:12:51 +0000,255.856765
2016-05-09 22:12:52 +0000,253.191292
2016-05-09 22:12:53 +0000,248.773992
2016-05-09 22:12:54 +0000,245.334490
2016-05-09 22:12:55 +0000,249.492696
2016-05-09 22:12:56 +0000,234.578341
2016-05-09 22:12:57 +0000,219.168350
2016-05-09 22:12:58 +0000,226.715606
2016-05-09 22:12:59 +0000,220.959619
2016-05-09 22:13:00 +0000,231.707646
2016-05-09 22:13:01 +0000,225.460594
2016-05-09 22:13:02 +0000,210.314661
2016-05-09 22:13:03 +0000,225.256470
2016-05-09 22:13:04 +0000,229.668782
2016-05-09 22:13:05 +0000,231.433942
2016-05-09 22:13:06 +0000,226.138754
2016-05-09 22:13:07 +0000,221.217957
2016-05-09 22:13:08 +0000,220.374240
2016-05-09 22:13:09 +0000,219.612690
2016-05-09 22:13:10 +0000,215.759506
2016-05-09 22:13:11 +0000,210.005091
