TimeStamp,Heading,Accuracy
2016-05-10 23:48:53 +0000,0.000000,-1.000000
2016-05-10 23:48:53 +0000,8.818131,-1.000000
2016-05-10 23:48:54 +0000,14.111656,-1.000000
2016-05-10 23:48:55 +0000,8.763499,-1.000000
2016-05-10 23:48:55 +0000,15.051458,-1.000000
2016-05-10 23:48:56 +0000,20.388287,-1.000000
2016-05-10 23:48:56 +0000,15.200919,-1.000000
2016-05-10 23:48:58 +0000,8.939928,-1.000000
2016-05-10 23:48:59 +0000,100.148621,25.000000
2016-05-10 23:48:59 +0000,106.808578,25.000000
2016-05-10 23:48:59 +0000,99.284721,25.000000
2016-05-10 23:49:00 +0000,92.412849,25.000000
2016-05-10 23:49:01 +0000,87.235718,25.000000
2016-05-10 23:49:01 +0000,92.470123,25.000000
2016-05-10 23:49:04 +0000,87.180290,25.000000
2016-05-10 23:49:04 +0000,93.503372,25.000000
2016-05-10 23:49:05 +0000,98.899719,25.000000
2016-05-10 23:49:05 +0000,93.431473,25.000000
2016-05-10 23:49:06 +0000,88.082504,25.000000
2016-05-10 23:49:06 +0000,82.131897,25.000000
2016-05-10 23:49:08 +0000,87.308998,25.000000
2016-05-10 23:49:08 +0000,92.521652,25.000000
2016-05-10 23:49:09 +0000,97.739883,25.000000
2016-05-10 23:49:09 +0000,92.073463,25.000000
2016-05-10 23:49:10 +0000,86.657692,25.000000
2016-05-10 23:49:11 +0000,81.375099,25.000000
2016-05-10 23:49:11 +0000,86.507652,25.000000
2016-05-10 23:49:12 +0000,81.401146,25.000000
2016-05-10 23:49:14 +0000,86.719124,25.000000
2016-05-10 23:49:16 +0000,81.619217,25.000000
2016-05-10 23:49:16 +0000,76.210533,25.000000
2016-05-10 23:49:17 +0000,81.361931,25.000000
2016-05-10 23:49:18 +0000,86.536171,25.000000
2016-05-10 23:49:20 +0000,92.855644,25.000000
2016-05-10 23:49:21 +0000,98.170250,25.000000
2016-05-10 23:49:21 +0000,103.236725,25.000000
2016-05-10 23:49:22 +0000,108.508850,25.000000
2016-05-10 23:49:22 +0000,102.671776,25.000000
2016-05-10 23:49:22 +0000,97.032631,25.000000
2016-05-10 23:49:22 +0000,91.070374,25.000000
2016-05-10 23:49:23 +0000,85.716644,25.000000
2016-05-10 23:49:23 +0000,80.489685,25.000000
2016-05-10 23:49:23 +0000,74.790573,25.000000
2016-05-10 23:49:23 +0000,69.727310,25.000000
2016-05-10 23:49:23 +0000,63.497482,25.000000
2016-05-10 23:49:25 +0000,58.469814,25.000000
2016-05-10 23:49:27 +0000,52.807137,25.000000
2016-05-10 23:49:27 +0000,58.031231,25.000000
2016-05-10 23:49:27 +0000,52.785645,25.000000
2016-05-10 23:49:29 +0000,57.903049,25.000000
2016-05-10 23:49:30 +0000,63.009544,25.000000
2016-05-10 23:49:30 +0000,69.295013,25.000000
2016-05-10 23:49:31 +0000,75.259399,25.000000
2016-05-10 23:49:31 +0000,80.940674,25.000000
2016-05-10 23:49:32 +0000,86.863503,25.000000
2016-05-10 23:49:37 +0000,81.099503,25.000000
2016-05-10 23:49:39 +0000,76.059380,25.000000
2016-05-10 23:49:39 +0000,81.278519,25.000000
2016-05-10 23:49:39 +0000,86.624466,25.000000
2016-05-10 23:49:40 +0000,92.234894,25.000000
2016-05-10 23:49:40 +0000,97.718918,25.000000
2016-05-10 23:49:41 +0000,91.885803,25.000000
2016-05-10 23:49:42 +0000,86.763161,25.000000
2016-05-10 23:49:42 +0000,81.152115,25.000000
2016-05-10 23:49:43 +0000,75.753052,25.000000
2016-05-10 23:49:44 +0000,69.879593,25.000000
2016-05-10 23:49:46 +0000,75.530495,25.000000
2016-05-10 23:49:47 +0000,81.045464,25.000000
2016-05-10 23:49:49 +0000,86.408722,25.000000
2016-05-10 23:49:49 +0000,80.399521,25.000000
2016-05-10 23:49:49 +0000,85.491562,25.000000
2016-05-10 23:49:50 +0000,80.199249,25.000000
2016-05-10 23:49:52 +0000,74.533066,25.000000
2016-05-10 23:49:55 +0000,68.090683,25.000000
2016-05-10 23:49:56 +0000,75.721321,25.000000
2016-05-10 23:49:57 +0000,81.168762,25.000000
2016-05-10 23:49:57 +0000,87.215019,25.000000
2016-05-10 23:49:59 +0000,81.937431,25.000000
2016-05-10 23:50:00 +0000,76.119484,25.000000
2016-05-10 23:50:01 +0000,82.243706,25.000000
2016-05-10 23:50:02 +0000,89.329796,25.000000
2016-05-10 23:50:03 +0000,94.376175,25.000000
2016-05-10 23:50:05 +0000,89.307175,25.000000
2016-05-10 23:50:06 +0000,83.731857,25.000000
2016-05-10 23:50:07 +0000,78.665726,25.000000
2016-05-10 23:50:08 +0000,84.339905,25.000000
2016-05-10 23:50:11 +0000,79.120773,25.000000
2016-05-10 23:50:11 +0000,84.346611,25.000000
2016-05-10 23:50:12 +0000,89.791161,25.000000
2016-05-10 23:50:12 +0000,95.483368,25.000000
2016-05-10 23:50:13 +0000,89.241074,25.000000
2016-05-10 23:50:13 +0000,84.021744,25.000000
2016-05-10 23:50:13 +0000,78.708832,25.000000
2016-05-10 23:50:13 +0000,83.737198,25.000000
2016-05-10 23:50:14 +0000,78.066353,25.000000
2016-05-10 23:50:16 +0000,72.761566,25.000000
2016-05-10 23:50:16 +0000,66.392776,25.000000
2016-05-10 23:50:16 +0000,59.819706,25.000000
2016-05-10 23:50:16 +0000,65.969856,25.000000
2016-05-10 23:50:17 +0000,60.642250,25.000000
2016-05-10 23:50:18 +0000,65.840065,25.000000
2016-05-10 23:50:18 +0000,60.696800,25.000000
2016-05-10 23:50:18 +0000,66.738182,25.000000
2016-05-10 23:50:19 +0000,72.193047,25.000000
2016-05-10 23:50:19 +0000,77.381165,25.000000
2016-05-10 23:50:20 +0000,83.281746,25.000000
2016-05-10 23:50:21 +0000,78.270622,25.000000
