TimeStamp,Heading,Accuracy
2016-05-10 14:58:58 +0000,31.931835,25.000000
2016-05-10 14:58:58 +0000,30.642864,25.000000
2016-05-10 14:58:59 +0000,32.206642,25.000000
2016-05-10 14:58:59 +0000,33.326138,25.000000
2016-05-10 14:58:59 +0000,31.935217,25.000000
2016-05-10 14:58:59 +0000,30.666027,25.000000
2016-05-10 14:58:59 +0000,32.674732,25.000000
2016-05-10 14:58:59 +0000,34.436855,25.000000
2016-05-10 14:58:59 +0000,35.754524,25.000000
2016-05-10 14:58:59 +0000,37.224159,25.000000
2016-05-10 14:58:59 +0000,38.674774,25.000000
2016-05-10 14:58:59 +0000,39.837631,25.000000
2016-05-10 14:58:59 +0000,41.362411,25.000000
2016-05-10 14:58:59 +0000,43.762897,25.000000
2016-05-10 14:58:59 +0000,45.203571,25.000000
2016-05-10 14:58:59 +0000,46.815132,25.000000
2016-05-10 14:58:59 +0000,48.096733,25.000000
2016-05-10 14:58:59 +0000,50.178909,25.000000
2016-05-10 14:58:59 +0000,51.920856,25.000000
2016-05-10 14:59:00 +0000,53.197273,25.000000
2016-05-10 14:59:00 +0000,54.320690,25.000000
2016-05-10 14:59:00 +0000,58.167862,25.000000
2016-05-10 14:59:00 +0000,59.631023,25.000000
2016-05-10 14:59:00 +0000,60.917664,25.000000
2016-05-10 14:59:00 +0000,62.745667,25.000000
2016-05-10 14:59:00 +0000,61.120609,25.000000
2016-05-10 14:59:00 +0000,59.848602,25.000000
2016-05-10 14:59:00 +0000,58.059181,25.000000
2016-05-10 14:59:00 +0000,56.093647,25.000000
2016-05-10 14:59:00 +0000,57.245491,25.000000
2016-05-10 14:59:00 +0000,58.337379,25.000000
2016-05-10 14:59:00 +0000,60.138409,25.000000
2016-05-10 14:59:00 +0000,61.356182,25.000000
2016-05-10 14:59:00 +0000,63.949265,25.000000
2016-05-10 14:59:00 +0000,65.612366,25.000000
2016-05-10 14:59:00 +0000,63.534386,25.000000
2016-05-10 14:59:00 +0000,64.957474,25.000000
2016-05-10 14:59:00 +0000,66.385635,25.000000
