Time,Lat,Lon,Altitude,Accuracy,Heading,Speed,ETA,Type,Outside
2016-05-10 14:58:58 +0000,42.358865,-71.090871,2.982204,5.000000,213.398438,0.000000,inf,GPS,1
2016-05-10 14:58:58 +0000,42.358865,-71.090871,2.982204,5.000000,213.398438,0.000000,inf,GPS,1
2016-05-10 14:58:58 +0000,42.358865,-71.090871,2.982204,5.000000,213.398438,0.000000,inf,GPS,1
2016-05-10 14:58:59 +0000,42.358865,-71.090871,3.001583,5.000000,213.398438,0.000000,inf,GPS,1
2016-05-10 14:59:00 +0000,42.358865,-71.090871,2.810665,5.000000,213.398438,0.000000,inf,GPS,1
2016-05-10 14:59:01 +0000,42.358865,-71.090871,2.657436,5.000000,213.398438,0.000000,inf,GPS,1
2016-05-10 14:59:02 +0000,42.358865,-71.090871,2.300961,5.000000,213.398438,0.000000,inf,GPS,1
2016-05-10 14:59:03 +0000,42.358865,-71.090871,2.308987,5.000000,138.867188,0.000000,inf,GPS,1
2016-05-10 14:59:04 +0000,42.358870,-71.090883,2.539639,5.000000,229.570312,0.190000,15325.367022,GPS,1
2016-05-10 14:59:05 +0000,42.358875,-71.090888,2.762356,5.000000,342.773438,0.190000,54313.150569,GPS,1
2016-05-10 14:59:06 +0000,42.358882,-71.090891,2.902615,5.000000,339.257812,0.580000,1334.779206,GPS,1
2016-05-10 14:59:07 +0000,42.358892,-71.090888,3.052639,10.000000,5.625000,1.290000,414.376419,GPS,1
2016-05-10 14:59:08 +0000,42.358899,-71.090886,3.116787,10.000000,22.148438,1.290000,330.805235,GPS,1
2016-05-10 14:59:09 +0000,42.358900,-71.090882,3.207394,10.000000,40.429688,0.620000,612.224479,GPS,1
2016-05-10 14:59:10 +0000,42.358900,-71.090877,3.311092,10.000000,53.085938,0.510000,845.231883,GPS,1
2016-05-10 14:59:11 +0000,42.358904,-71.090873,3.395809,10.000000,51.328125,0.510000,874.400839,GPS,1
2016-05-10 14:59:14 +0000,42.358875,-71.090902,3.395809,10.000000,53.029591,1.539178,509.381855,Est,0
2016-05-10 14:59:16 +0000,42.358845,-71.090969,3.395809,10.000000,27.539547,1.537096,343.119329,Est,0
2016-05-10 14:59:19 +0000,42.358828,-71.090902,3.395809,10.000000,4.126032,1.542119,1003.878342,Est,0
2016-05-10 14:59:21 +0000,42.358807,-71.090816,3.395809,10.000000,23.018263,1.544602,479.124536,Est,0
2016-05-10 14:59:24 +0000,42.358796,-71.090741,3.395809,10.000000,23.202435,1.549987,338.900558,Est,0
2016-05-10 14:59:26 +0000,42.358776,-71.090827,3.395809,10.000000,20.946747,1.554601,1153.939198,Est,0
2016-05-10 14:59:29 +0000,42.358773,-71.090747,3.395809,10.000000,4.602312,1.557106,440.470398,Est,0
2016-05-10 14:59:32 +0000,42.358806,-71.090692,3.395809,10.000000,357.559509,1.556462,299.960525,Est,0
2016-05-10 14:59:34 +0000,42.358836,-71.090628,3.395809,10.000000,11.865236,1.561947,739.167966,Est,0
2016-05-10 14:59:37 +0000,42.358866,-71.090659,3.395809,10.000000,358.531738,1.565319,545.229339,Est,0
2016-05-10 14:59:39 +0000,42.359141,-71.091384,4.077633,10.000000,273.515625,0.680000,507.970110,GPS,1
2016-05-10 14:59:40 +0000,42.359151,-71.091377,4.102871,10.000000,259.453125,0.180000,1149.877659,GPS,1
2016-05-10 14:59:44 +0000,42.359175,-71.091296,4.102871,10.000000,5.357721,1.569188,1009.478433,Est,0
2016-05-10 14:59:47 +0000,42.359149,-71.091252,4.102871,10.000000,3.722226,1.569438,1868.451251,Est,0
2016-05-10 14:59:49 +0000,42.359137,-71.091346,4.102871,10.000000,353.741302,1.568522,487.160293,Est,0
2016-05-10 14:59:52 +0000,42.359141,-71.091245,4.102871,10.000000,344.121826,1.572552,321.080589,Est,0
2016-05-10 14:59:55 +0000,42.359169,-71.091202,4.102871,10.000000,18.294987,1.576339,263.809862,Est,0
2016-05-10 14:59:57 +0000,42.359169,-71.091099,4.102871,10.000000,23.572803,1.578566,467.678342,Est,0
2016-05-10 15:00:00 +0000,42.359140,-71.091131,4.102871,10.000000,27.878990,1.580389,656.044075,Est,0
2016-05-10 15:00:02 +0000,42.359102,-71.091162,4.102871,10.000000,15.394529,1.587384,432.147219,Est,0
2016-05-10 15:00:05 +0000,42.359137,-71.091208,4.102871,10.000000,358.606049,1.593165,267.299786,Est,0
2016-05-10 15:00:07 +0000,42.359144,-71.091128,4.102871,10.000000,4.912470,1.595650,260.196484,Est,0
2016-05-10 15:00:10 +0000,42.359146,-71.091025,4.102871,10.000000,356.628540,1.603124,879.873114,Est,0
2016-05-10 15:00:12 +0000,42.359108,-71.091059,4.102871,10.000000,342.089996,1.603195,368.427851,Est,0
2016-05-10 15:00:15 +0000,42.359128,-71.091124,4.102871,10.000000,359.062927,1.605932,633.642753,Est,0
2016-05-10 15:00:17 +0000,42.359167,-71.091103,4.102871,10.000000,295.106934,1.607023,282.646770,Est,0
2016-05-10 15:00:20 +0000,42.359137,-71.091073,4.102871,10.000000,267.418762,1.607619,423.264480,Est,0
2016-05-10 15:00:23 +0000,42.359130,-71.090974,4.102871,10.000000,268.411957,1.608672,308.437759,Est,0
2016-05-10 15:00:25 +0000,42.359160,-71.090996,4.102871,10.000000,245.321564,1.610632,364.363139,Est,0
2016-05-10 15:00:28 +0000,42.359196,-71.090950,4.102871,10.000000,275.986572,1.610848,274.004349,Est,0
2016-05-10 15:00:30 +0000,42.359166,-71.090883,4.102871,10.000000,255.184296,1.609424,256.835102,Est,0
2016-05-10 15:00:33 +0000,42.359134,-71.090891,4.102871,10.000000,260.653809,1.611775,408.520683,Est,0
2016-05-10 15:00:35 +0000,42.359103,-71.090828,4.102871,10.000000,248.861069,1.610642,284.686660,Est,0
2016-05-10 15:00:38 +0000,42.359096,-71.090748,4.102871,10.000000,255.839783,1.611097,354.418457,Est,0
2016-05-10 15:00:40 +0000,42.359135,-71.090726,4.102871,10.000000,232.261749,1.611381,275.046790,Est,0
2016-05-10 15:00:43 +0000,42.359107,-71.090691,4.102871,10.000000,261.209991,1.609789,674.088879,Est,0
2016-05-10 15:00:45 +0000,42.359120,-71.090785,4.102871,10.000000,246.267975,1.606155,391.229696,Est,0
2016-05-10 15:00:48 +0000,42.359143,-71.090732,4.102871,10.000000,263.159210,1.600510,661.144999,Est,0
2016-05-10 15:00:51 +0000,42.359144,-71.090634,4.102871,10.000000,262.335327,1.592649,311.859896,Est,0
2016-05-10 15:00:53 +0000,42.359115,-71.090605,4.102871,10.000000,267.402557,1.585850,284.900802,Est,0
2016-05-10 15:00:56 +0000,42.359132,-71.090540,4.102871,10.000000,269.208344,1.577933,695.525222,Est,0
2016-05-10 15:00:58 +0000,42.359171,-71.090547,4.102871,10.000000,263.962494,1.569448,322.604875,Est,0
2016-05-10 15:01:01 +0000,42.359148,-71.090599,4.102871,10.000000,266.313019,1.555863,281.247502,Est,0
2016-05-10 15:01:03 +0000,42.359122,-71.090643,4.102871,10.000000,260.152527,1.543791,412.129122,Est,0
2016-05-10 15:01:06 +0000,42.359117,-71.090568,4.102871,10.000000,255.847717,1.531311,310.220443,Est,0
2016-05-10 15:01:08 +0000,42.359087,-71.090587,4.102871,10.000000,254.223755,1.514493,305.925546,Est,0
2016-05-10 15:01:11 +0000,42.359119,-71.090585,4.102871,10.000000,245.021149,1.514493,701.482411,Est,0
2016-05-10 15:01:14 +0000,42.359124,-71.090505,4.102871,10.000000,249.929031,1.513295,447.724104,Est,0
2016-05-10 15:01:16 +0000,42.359151,-71.090581,4.102871,10.000000,220.753647,1.511836,438.164975,Est,0
2016-05-10 15:01:19 +0000,42.359191,-71.090606,4.102871,10.000000,245.280029,1.515556,306.293720,Est,0
2016-05-10 15:01:21 +0000,42.359206,-71.090679,4.102871,10.000000,246.142090,1.513225,856.342026,Est,0
2016-05-10 15:01:24 +0000,42.359230,-71.090627,4.102871,10.000000,269.484650,1.511154,542.784528,Est,0
2016-05-10 15:01:26 +0000,42.359215,-71.090561,4.102871,10.000000,255.509094,1.511154,438.140755,Est,0
2016-05-10 15:01:29 +0000,42.359233,-71.090646,4.102871,10.000000,252.398438,1.511154,470.270542,Est,0
2016-05-10 15:01:31 +0000,42.359204,-71.090670,4.102871,10.000000,260.447968,1.503042,324.100211,Est,0
2016-05-10 15:01:34 +0000,42.359231,-71.090703,4.102871,10.000000,270.633911,1.493731,413.681810,Est,0
2016-05-10 15:01:36 +0000,42.359221,-71.090628,4.102871,10.000000,243.136444,1.485646,1159.732310,Est,0
2016-05-10 15:01:39 +0000,42.359192,-71.090595,4.102871,10.000000,254.904907,1.479694,356.660366,Est,0
2016-05-10 15:01:42 +0000,42.359153,-71.090605,4.102871,10.000000,248.086624,1.471381,311.592400,Est,0
2016-05-10 15:01:44 +0000,42.359129,-71.090653,4.102871,10.000000,253.801575,1.463080,290.072865,Est,0
2016-05-10 15:01:47 +0000,42.359106,-71.090710,4.102871,10.000000,253.692535,1.464218,291.596962,Est,0
2016-05-10 15:01:49 +0000,42.359146,-71.090710,4.102871,10.000000,251.328064,1.469717,779.385862,Est,0
2016-05-10 15:01:52 +0000,42.359160,-71.090636,4.102871,10.000000,250.191406,1.472741,491.883494,Est,0
2016-05-10 15:01:54 +0000,42.359199,-71.090612,4.102871,10.000000,263.660858,1.480243,608.458772,Est,0
2016-05-10 15:01:57 +0000,42.359229,-71.090644,4.102871,10.000000,251.717346,1.487358,424.009061,Est,0
