Time,X,Y,Z
2016-05-10 14:58:58 +0000,0.100571,-0.233353,-0.938995
2016-05-10 14:58:59 +0000,-0.018951,-0.262665,-0.935669
2016-05-10 14:59:00 +0000,-0.158798,-0.326584,-1.086533
2016-05-10 14:59:01 +0000,-0.077347,-0.108551,-0.711838
2016-05-10 14:59:02 +0000,-0.073761,-0.131256,-0.909576
2016-05-10 14:59:03 +0000,0.023300,-0.022064,-1.095551
2016-05-10 14:59:04 +0000,-0.004608,-0.056107,-1.169128
2016-05-10 14:59:05 +0000,0.028381,-0.145935,-0.895081
2016-05-10 14:59:06 +0000,-0.009491,-0.102325,-0.767883
2016-05-10 14:59:07 +0000,-0.091003,-0.134369,-0.963333
2016-05-10 14:59:08 +0000,-0.108643,-0.070374,-1.159500
2016-05-10 14:59:09 +0000,-0.037979,-0.168869,-0.841980
2016-05-10 14:59:10 +0000,-0.045532,-0.080292,-0.629227
2016-05-10 14:59:11 +0000,0.023605,-0.061783,-1.058105
2016-05-10 14:59:12 +0000,-0.042542,-0.164536,-1.196030
2016-05-10 14:59:13 +0000,0.079315,-0.157928,-0.799362
2016-05-10 14:59:14 +0000,-0.033310,-0.091171,-0.657364
2016-05-10 14:59:15 +0000,-0.059921,0.045944,-1.103348
2016-05-10 14:59:16 +0000,-0.095367,-0.096573,-1.185928
2016-05-10 14:59:17 +0000,-0.067825,-0.169708,-0.850388
2016-05-10 14:59:18 +0000,-0.085251,-0.089798,-0.652847
2016-05-10 14:59:19 +0000,-0.021027,0.084854,-1.034348
2016-05-10 14:59:20 +0000,0.001053,-0.110764,-1.502945
2016-05-10 14:59:21 +0000,-0.014191,-0.125137,-1.234726
2016-05-10 14:59:22 +0000,-0.016998,-0.184570,-0.859360
2016-05-10 14:59:23 +0000,-0.013016,-0.155991,-0.620865
2016-05-10 14:59:24 +0000,-0.109161,-0.035507,-1.055191
2016-05-10 14:59:25 +0000,-0.151337,-0.131683,-1.261353
2016-05-10 14:59:26 +0000,-0.028152,-0.151840,-1.010971
2016-05-10 14:59:27 +0000,-0.055191,-0.160263,-0.688354
2016-05-10 14:59:28 +0000,-0.022049,-0.050522,-0.853134
2016-05-10 14:59:29 +0000,0.003906,0.060989,-1.134262
2016-05-10 14:59:30 +0000,0.000717,-0.147430,-1.328079
2016-05-10 14:59:31 +0000,0.019409,-0.189529,-0.963821
2016-05-10 14:59:32 +0000,-0.002533,-0.192780,-0.599960
2016-05-10 14:59:33 +0000,-0.091141,0.001663,-1.033829
2016-05-10 14:59:34 +0000,-0.107910,0.015686,-1.420090
2016-05-10 14:59:35 +0000,-0.083176,-0.092850,-1.247543
2016-05-10 14:59:36 +0000,-0.033051,-0.117020,-0.852676
2016-05-10 14:59:37 +0000,-0.019012,-0.064041,-0.706589
2016-05-10 14:59:38 +0000,0.054230,-0.025024,-0.885330
2016-05-10 14:59:39 +0000,-0.059158,-0.196671,-1.421356
2016-05-10 14:59:40 +0000,-0.033676,-0.209320,-1.178177
2016-05-10 14:59:41 +0000,0.015747,-0.200119,-0.666245
2016-05-10 14:59:42 +0000,-0.067810,-0.081512,-0.796509
2016-05-10 14:59:43 +0000,-0.057312,-0.026581,-1.125107
2016-05-10 14:59:44 +0000,-0.065445,-0.096222,-1.289169
2016-05-10 14:59:45 +0000,-0.045990,-0.154816,-0.871231
2016-05-10 14:59:46 +0000,-0.031067,-0.099411,-0.623032
2016-05-10 14:59:47 +0000,0.027008,0.031342,-1.006042
2016-05-10 14:59:48 +0000,-0.109421,-0.041733,-1.534714
2016-05-10 14:59:49 +0000,-0.004623,-0.128159,-1.319199
2016-05-10 14:59:50 +0000,-0.017288,-0.190414,-0.821732
2016-05-10 14:59:51 +0000,0.013428,-0.170792,-0.553528
2016-05-10 14:59:52 +0000,-0.126892,-0.070312,-0.888565
2016-05-10 14:59:53 +0000,-0.121780,-0.062424,-1.227371
2016-05-10 14:59:54 +0000,-0.070312,-0.101685,-1.235748
2016-05-10 14:59:55 +0000,-0.009003,-0.151947,-0.829376
2016-05-10 14:59:56 +0000,-0.005249,-0.102020,-0.489243
2016-05-10 14:59:57 +0000,-0.026932,0.008789,-0.867554
2016-05-10 14:59:58 +0000,0.020950,-0.012024,-1.139938
2016-05-10 14:59:59 +0000,-0.013519,-0.169601,-1.213974
2016-05-10 15:00:00 +0000,-0.017700,-0.147400,-1.036850
2016-05-10 15:00:01 +0000,0.010193,-0.149139,-0.702927
2016-05-10 15:00:02 +0000,-0.024414,-0.103226,-0.622314
2016-05-10 15:00:03 +0000,-0.131027,0.032028,-1.079956
2016-05-10 15:00:04 +0000,-0.136902,0.030273,-1.474060
2016-05-10 15:00:05 +0000,-0.094162,-0.071930,-1.037460
2016-05-10 15:00:05 +0000,-0.025803,-0.090836,-0.686920
2016-05-10 15:00:07 +0000,-0.005737,0.007690,-0.728531
2016-05-10 15:00:07 +0000,-0.002808,0.053894,-1.089462
2016-05-10 15:00:08 +0000,-0.095474,-0.187973,-1.368500
2016-05-10 15:00:09 +0000,0.005432,-0.206512,-1.055161
2016-05-10 15:00:10 +0000,-0.004272,-0.163544,-0.738510
2016-05-10 15:00:11 +0000,-0.065292,-0.094833,-0.686447
