Time,Heading
2016-05-04 14:58:43 +0000,269.936462
2016-05-04 14:58:44 +0000,268.480925
2016-05-04 14:58:45 +0000,180.000000
2016-05-04 14:58:45 +0000,266.082072
2016-05-04 14:58:46 +0000,267.278995
2016-05-04 14:58:47 +0000,267.525079
2016-05-04 14:58:48 +0000,269.176290
2016-05-04 14:58:49 +0000,270.785573
2016-05-04 14:58:50 +0000,267.910274
2016-05-04 14:58:51 +0000,265.842836
2016-05-04 14:58:52 +0000,268.445065
2016-05-04 14:58:53 +0000,267.816351
2016-05-04 14:58:54 +0000,274.734811
2016-05-04 14:58:55 +0000,275.171410
2016-05-04 14:58:56 +0000,277.711408
2016-05-04 14:58:57 +0000,270.266872
2016-05-04 14:58:58 +0000,266.942540
2016-05-04 14:58:59 +0000,269.925904
2016-05-04 14:59:00 +0000,274.162515
2016-05-04 14:59:01 +0000,275.464447
2016-05-04 14:59:02 +0000,279.070425
2016-05-04 14:59:03 +0000,275.602074
2016-05-04 14:59:04 +0000,271.917869
2016-05-04 14:59:05 +0000,272.033758
2016-05-04 14:59:06 +0000,270.474577
2016-05-04 14:59:07 +0000,271.518331
2016-05-04 14:59:08 +0000,273.036050
2016-05-04 14:59:09 +0000,276.027769
2016-05-04 14:59:10 +0000,275.026304
2016-05-04 14:59:11 +0000,271.939287
2016-05-04 14:59:12 +0000,270.723056
2016-05-04 14:59:13 +0000,268.703245
2016-05-04 14:59:14 +0000,268.265775
2016-05-04 14:59:15 +0000,269.929143
2016-05-04 14:59:16 +0000,273.957829
2016-05-04 14:59:17 +0000,276.061292
2016-05-04 14:59:18 +0000,274.293749
2016-05-04 14:59:19 +0000,273.513012
2016-05-04 14:59:20 +0000,266.623575
2016-05-04 14:59:21 +0000,272.105327
2016-05-04 14:59:22 +0000,270.152154
2016-05-04 14:59:23 +0000,272.614441
2016-05-04 14:59:24 +0000,272.730473
2016-05-04 14:59:25 +0000,275.483960
2016-05-04 14:59:26 +0000,276.337868
2016-05-04 14:59:27 +0000,272.735068
2016-05-04 14:59:28 +0000,271.925953
2016-05-04 14:59:29 +0000,274.664760
2016-05-04 14:59:30 +0000,273.868742
2016-05-04 14:59:31 +0000,274.199325
2016-05-04 14:59:32 +0000,271.168521
2016-05-04 14:59:33 +0000,277.930651
2016-05-04 14:59:34 +0000,276.893283
2016-05-04 14:59:35 +0000,275.687575
2016-05-04 14:59:36 +0000,274.883108
2016-05-04 14:59:37 +0000,272.182278
2016-05-04 14:59:38 +0000,269.498919
2016-05-04 14:59:39 +0000,271.609626
2016-05-04 14:59:40 +0000,272.944793
2016-05-04 14:59:41 +0000,276.710643
2016-05-04 14:59:42 +0000,276.924210
2016-05-04 14:59:43 +0000,277.458386
2016-05-04 14:59:44 +0000,277.133890
2016-05-04 14:59:45 +0000,274.671413
2016-05-04 14:59:46 +0000,273.751363
2016-05-04 14:59:47 +0000,271.868104
2016-05-04 14:59:48 +0000,273.889190
2016-05-04 14:59:49 +0000,277.755567
2016-05-04 14:59:50 +0000,278.496618
2016-05-04 14:59:51 +0000,279.032395
2016-05-04 14:59:52 +0000,273.711622
2016-05-04 14:59:53 +0000,271.311102
2016-05-04 14:59:54 +0000,270.187806
2016-05-04 14:59:55 +0000,270.367560
2016-05-04 14:59:56 +0000,273.872369
2016-05-04 14:59:57 +0000,277.633182
2016-05-04 14:59:58 +0000,277.433282
2016-05-04 14:59:59 +0000,275.794503
2016-05-04 15:00:00 +0000,273.484966
2016-05-04 15:00:01 +0000,270.926197
2016-05-04 15:00:02 +0000,273.649696
2016-05-04 15:00:03 +0000,273.839660
2016-05-04 15:00:04 +0000,278.668614
2016-05-04 15:00:05 +0000,279.707733
2016-05-04 15:00:06 +0000,277.277977
2016-05-04 15:00:07 +0000,273.584833
2016-05-04 15:00:08 +0000,266.963500
2016-05-04 15:00:09 +0000,267.010280
