Time,X,Y,Z
2016-05-04 14:58:43 +0000,112.220901,158.211014,-256.871338
2016-05-04 14:58:43 +0000,109.445740,158.561432,-258.529633
2016-05-04 14:58:45 +0000,105.282974,154.356476,-256.208008
2016-05-04 14:58:47 +0000,112.220901,154.706894,-258.529633
2016-05-04 14:58:48 +0000,109.098831,155.758133,-257.866333
2016-05-04 14:58:50 +0000,111.527115,154.706894,-258.197998
2016-05-04 14:58:52 +0000,109.098831,154.706894,-256.871338
2016-05-04 14:58:53 +0000,108.058151,155.407715,-256.208008
2016-05-04 14:58:55 +0000,108.058151,157.510193,-256.539673
2016-05-04 14:58:56 +0000,108.578491,156.634155,-257.368835
2016-05-04 14:58:58 +0000,108.751938,155.758133,-257.534668
2016-05-04 14:59:00 +0000,105.629883,156.108536,-257.203003
2016-05-04 14:59:01 +0000,107.017456,158.211014,-257.203003
2016-05-04 14:59:03 +0000,108.925385,155.582932,-256.705505
2016-05-04 14:59:05 +0000,111.006775,157.685394,-257.368835
2016-05-04 14:59:06 +0000,111.874008,156.108536,-258.197998
2016-05-04 14:59:08 +0000,111.180222,157.510193,-258.197998
2016-05-04 14:59:09 +0000,108.925385,156.984573,-257.368835
2016-05-04 14:59:11 +0000,113.088150,157.334991,-259.027130
2016-05-04 14:59:13 +0000,108.578491,158.035812,-258.695465
2016-05-04 14:59:14 +0000,113.781937,156.634155,-259.690430
2016-05-04 14:59:16 +0000,109.966080,156.283752,-258.032166
2016-05-04 14:59:18 +0000,108.405045,155.057312,-256.871338
2016-05-04 14:59:19 +0000,111.006775,155.232513,-258.695465
2016-05-04 14:59:21 +0000,110.486420,154.356476,-258.197998
2016-05-04 14:59:22 +0000,110.139526,156.108536,-257.866333
2016-05-04 14:59:24 +0000,109.272293,155.582932,-258.363800
2016-05-04 14:59:26 +0000,114.128830,155.232513,-257.700500
2016-05-04 14:59:27 +0000,110.139526,155.758133,-258.529633
2016-05-04 14:59:29 +0000,109.792633,151.202774,-256.208008
2016-05-04 14:59:31 +0000,108.751938,152.254013,-258.861298
2016-05-04 14:59:32 +0000,107.711258,155.407715,-255.876358
2016-05-04 14:59:34 +0000,110.659866,155.933334,-258.695465
2016-05-04 14:59:35 +0000,110.659866,153.480453,-258.363800
2016-05-04 14:59:37 +0000,110.139526,153.655655,-256.539673
2016-05-04 14:59:39 +0000,109.966080,158.386215,-256.705505
2016-05-04 14:59:40 +0000,107.711258,155.758133,-256.539673
2016-05-04 14:59:42 +0000,107.711258,155.407715,-256.208008
2016-05-04 14:59:44 +0000,109.619186,157.334991,-256.705505
2016-05-04 14:59:45 +0000,109.445740,153.305252,-257.534668
2016-05-04 14:59:47 +0000,108.231598,155.582932,-257.037170
2016-05-04 14:59:48 +0000,109.792633,154.706894,-256.871338
2016-05-04 14:59:50 +0000,108.751938,155.407715,-257.534668
2016-05-04 14:59:52 +0000,109.098831,158.561432,-257.534668
2016-05-04 14:59:53 +0000,108.578491,155.582932,-258.032166
2016-05-04 14:59:55 +0000,107.884705,157.334991,-257.700500
2016-05-04 14:59:57 +0000,111.180222,155.758133,-258.529633
2016-05-04 14:59:58 +0000,109.966080,156.283752,-256.705505
2016-05-04 15:00:00 +0000,107.884705,156.634155,-258.032166
2016-05-04 15:00:01 +0000,108.751938,155.407715,-257.866333
2016-05-04 15:00:03 +0000,108.925385,156.984573,-258.032166
2016-05-04 15:00:05 +0000,108.751938,153.305252,-257.203003
2016-05-04 15:00:06 +0000,108.405045,154.706894,-256.871338
