Time,Heading
2016-05-04 15:05:29 +0000,61.660047
2016-05-04 15:05:30 +0000,60.958239
2016-05-04 15:05:31 +0000,73.556277
2016-05-04 15:05:32 +0000,90.480269
2016-05-04 15:05:33 +0000,109.339300
2016-05-04 15:05:34 +0000,109.338395
2016-05-04 15:05:35 +0000,99.236815
2016-05-04 15:05:36 +0000,93.574053
2016-05-04 15:05:37 +0000,96.995224
2016-05-04 15:05:38 +0000,130.068290
2016-05-04 15:05:39 +0000,122.746739
2016-05-04 15:05:40 +0000,101.011277
2016-05-04 15:05:41 +0000,86.867919
2016-05-04 15:05:42 +0000,76.285001
2016-05-04 15:05:43 +0000,74.830155
2016-05-04 15:05:44 +0000,80.960777
2016-05-04 15:05:45 +0000,79.841869
2016-05-04 15:05:46 +0000,92.043247
2016-05-04 15:05:47 +0000,114.747989
2016-05-04 15:05:48 +0000,115.383015
2016-05-04 15:05:49 +0000,108.391547
2016-05-04 15:05:50 +0000,110.346597
2016-05-04 15:05:51 +0000,110.636506
2016-05-04 15:05:52 +0000,109.303687
2016-05-04 15:05:53 +0000,107.458795
2016-05-04 15:05:54 +0000,105.538790
2016-05-04 15:05:55 +0000,102.612853
2016-05-04 15:05:56 +0000,101.370748
2016-05-04 15:05:57 +0000,77.154247
2016-05-04 15:05:58 +0000,77.377242
2016-05-04 15:05:59 +0000,77.166882
2016-05-04 15:06:00 +0000,74.439050
2016-05-04 15:06:01 +0000,69.975235
2016-05-04 15:06:02 +0000,66.922285
2016-05-04 15:06:03 +0000,61.681579
2016-05-04 15:06:04 +0000,57.277573
2016-05-04 15:06:05 +0000,69.179900
2016-05-04 15:06:06 +0000,73.812973
2016-05-04 15:06:07 +0000,73.128733
2016-05-04 15:06:08 +0000,71.689444
2016-05-04 15:06:09 +0000,68.308120
2016-05-04 15:06:10 +0000,63.410461
2016-05-04 15:06:11 +0000,63.149228
2016-05-04 15:06:12 +0000,68.677619
2016-05-04 15:06:13 +0000,79.825063
2016-05-04 15:06:14 +0000,75.229686
2016-05-04 15:06:15 +0000,72.468991
2016-05-04 15:06:16 +0000,69.761302
2016-05-04 15:06:17 +0000,65.560234
2016-05-04 15:06:18 +0000,63.203850
2016-05-04 15:06:19 +0000,57.463164
2016-05-04 15:06:20 +0000,55.958512
2016-05-04 15:06:21 +0000,56.395994
2016-05-04 15:06:22 +0000,65.547964
2016-05-04 15:06:23 +0000,76.360256
2016-05-04 15:06:24 +0000,72.651135
2016-05-04 15:06:25 +0000,75.192076
2016-05-04 15:06:26 +0000,73.957241
2016-05-04 15:06:27 +0000,69.608524
2016-05-04 15:06:28 +0000,79.545136
2016-05-04 15:06:29 +0000,89.645101
2016-05-04 15:06:30 +0000,85.809714
2016-05-04 15:06:31 +0000,79.221414
2016-05-04 15:06:32 +0000,71.852346
2016-05-04 15:06:33 +0000,65.480714
2016-05-04 15:06:34 +0000,74.541331
2016-05-04 15:06:35 +0000,77.204036
2016-05-04 15:06:36 +0000,71.097780
2016-05-04 15:06:37 +0000,71.405505
2016-05-04 15:06:38 +0000,68.105496
2016-05-04 15:06:39 +0000,68.003217
2016-05-04 15:06:40 +0000,62.798125
2016-05-04 15:06:41 +0000,63.548508
2016-05-04 15:06:42 +0000,53.581536
2016-05-04 15:06:43 +0000,34.004765
2016-05-04 15:06:44 +0000,22.414714
2016-05-04 15:06:45 +0000,31.639571
2016-05-04 15:06:46 +0000,43.494835
2016-05-04 15:06:47 +0000,58.397239
2016-05-04 15:06:48 +0000,57.395470
2016-05-04 15:06:49 +0000,56.199015
2016-05-04 15:06:50 +0000,62.424334
2016-05-04 15:06:51 +0000,61.982746
2016-05-04 15:06:52 +0000,55.321290
2016-05-04 15:06:53 +0000,57.341123
2016-05-04 15:06:54 +0000,72.050236
2016-05-04 15:06:55 +0000,64.033851
2016-05-04 15:06:56 +0000,50.014325
2016-05-04 15:06:57 +0000,54.753197
2016-05-04 15:06:58 +0000,68.987222
2016-05-04 15:06:59 +0000,61.942857
2016-05-04 15:07:00 +0000,59.693935
2016-05-04 15:07:01 +0000,60.453620
2016-05-04 15:07:02 +0000,54.158815
2016-05-04 15:07:03 +0000,47.211346
2016-05-04 15:07:04 +0000,45.951195
2016-05-04 15:07:05 +0000,64.526650
2016-05-04 15:07:06 +0000,66.111393
2016-05-04 15:07:07 +0000,66.664723
2016-05-04 15:07:08 +0000,60.751365
2016-05-04 15:07:09 +0000,59.120990
2016-05-04 15:07:10 +0000,55.188578
2016-05-04 15:07:11 +0000,51.741720
