Time,Distance
2016-05-11 00:35:04 +0000,4.407823
2016-05-11 00:35:12 +0000,0.000000
2016-05-11 00:35:12 +0000,6.690446
2016-05-11 00:35:14 +0000,3.760643
2016-05-11 00:35:19 +0000,2.623704
2016-05-11 00:35:22 +0000,2.903566
2016-05-11 00:35:24 +0000,2.579976
2016-05-11 00:35:27 +0000,2.579976
2016-05-11 00:35:29 +0000,3.207202
2016-05-11 00:35:32 +0000,3.207202
2016-05-11 00:35:34 +0000,3.207202
2016-05-11 00:35:37 +0000,3.261561
2016-05-11 00:35:40 +0000,3.261561
2016-05-11 00:35:42 +0000,3.261561
2016-05-11 00:35:45 +0000,3.207202
2016-05-11 00:35:47 +0000,3.152843
2016-05-11 00:35:50 +0000,3.848642
2016-05-11 00:35:52 +0000,3.207202
2016-05-11 00:35:55 +0000,3.207202
2016-05-11 00:35:57 +0000,3.207202
2016-05-11 00:36:00 +0000,3.207202
2016-05-11 00:36:03 +0000,3.207202
2016-05-11 00:36:05 +0000,3.261561
2016-05-11 00:36:08 +0000,3.261561
2016-05-11 00:36:10 +0000,3.261561
2016-05-11 00:36:13 +0000,3.261561
2016-05-11 00:36:15 +0000,3.207202
2016-05-11 00:36:18 +0000,3.207202
2016-05-11 00:36:20 +0000,3.152843
2016-05-11 00:36:23 +0000,3.207202
2016-05-11 00:36:25 +0000,3.913874
2016-05-11 00:36:28 +0000,3.261561
2016-05-11 00:36:31 +0000,3.315921
2016-05-11 00:36:33 +0000,3.315921
2016-05-11 00:36:36 +0000,4.620545
2016-05-11 00:36:38 +0000,3.315921
2016-05-11 00:36:41 +0000,3.652949
2016-05-11 00:36:43 +0000,4.511827
2016-05-11 00:36:46 +0000,3.207202
2016-05-11 00:36:48 +0000,3.207202
2016-05-11 00:36:51 +0000,3.207202
2016-05-11 00:36:53 +0000,2.565762
2016-05-11 00:36:56 +0000,3.261561
2016-05-11 00:36:59 +0000,3.207202
2016-05-11 00:37:01 +0000,3.207202
2016-05-11 00:37:04 +0000,3.652949
2016-05-11 00:37:06 +0000,1.282881
2016-05-11 00:37:09 +0000,3.207202
2016-05-11 00:37:11 +0000,3.152843
