Time,X,Y,Z
2016-05-11 00:35:03 +0000,-0.090332,-0.489990,-0.840866
2016-05-11 00:35:04 +0000,-0.008911,-0.340408,-0.983627
2016-05-11 00:35:05 +0000,-0.084000,-0.367584,-0.949921
2016-05-11 00:35:06 +0000,-0.031601,-0.239456,-0.861206
2016-05-11 00:35:07 +0000,0.017700,-0.337646,-1.067856
2016-05-11 00:35:08 +0000,0.018005,-0.131531,-0.707443
2016-05-11 00:35:09 +0000,0.021576,-0.266510,-0.797180
2016-05-11 00:35:10 +0000,0.035538,-0.131775,-0.983246
2016-05-11 00:35:11 +0000,0.050461,-0.193634,-0.804169
2016-05-11 00:35:12 +0000,-0.116440,-0.110077,-1.342590
2016-05-11 00:35:13 +0000,-0.019257,-0.452164,-1.049927
2016-05-11 00:35:14 +0000,-0.107361,-0.283249,-0.902206
2016-05-11 00:35:15 +0000,0.020950,-0.220306,-0.823685
2016-05-11 00:35:16 +0000,-0.012741,-0.251831,-0.686646
2016-05-11 00:35:17 +0000,-0.066727,-0.153198,-0.749313
2016-05-11 00:35:18 +0000,-0.123352,-0.073029,-0.984512
2016-05-11 00:35:19 +0000,-0.113144,0.028168,-1.282227
2016-05-11 00:35:20 +0000,-0.150986,-0.098251,-1.214813
2016-05-11 00:35:21 +0000,0.000244,-0.263748,-1.098495
2016-05-11 00:35:22 +0000,-0.091537,-0.284210,-1.156082
2016-05-11 00:35:23 +0000,-0.125626,-0.215393,-1.061768
2016-05-11 00:35:24 +0000,-0.014389,-0.341324,-1.051285
2016-05-11 00:35:24 +0000,-0.101349,-0.241013,-1.047363
2016-05-11 00:35:25 +0000,-0.057648,-0.251892,-0.959610
2016-05-11 00:35:26 +0000,0.018311,-0.185043,-0.932526
2016-05-11 00:35:27 +0000,-0.007660,-0.180069,-0.903305
2016-05-11 00:35:28 +0000,0.011490,-0.207687,-0.821030
2016-05-11 00:35:29 +0000,-0.005417,-0.176849,-0.755936
2016-05-11 00:35:30 +0000,0.015594,-0.190536,-0.650574
2016-05-11 00:35:31 +0000,-0.078735,-0.178375,-0.635818
