Time,Lat,Lon,Altitude,Accuracy,Heading,Speed,ETA,Type,Outside
2016-05-11 00:35:03 +0000,42.359132,-71.093282,1.071621,5.000000,214.804688,0.430000,809.276209,GPS,1
2016-05-11 00:35:03 +0000,42.359132,-71.093282,1.071621,5.000000,214.804688,0.430000,539.517473,GPS,1
2016-05-11 00:35:03 +0000,42.359129,-71.093291,1.436184,10.000000,183.164062,0.240000,610.991441,GPS,1
2016-05-11 00:35:03 +0000,42.359132,-71.093282,1.071621,5.000000,214.804688,0.430000,485.812484,GPS,1
2016-05-11 00:35:04 +0000,42.359129,-71.093291,1.550228,5.000000,143.437500,0.000000,976.841109,GPS,1
2016-05-11 00:35:05 +0000,42.359125,-71.093303,1.664455,5.000000,202.851562,0.590000,1079.030485,GPS,1
2016-05-11 00:35:06 +0000,42.359122,-71.093310,1.995083,10.000000,222.539062,0.590000,727.836764,GPS,1
2016-05-11 00:35:07 +0000,42.359121,-71.093317,2.098904,10.000000,236.601562,0.470000,663.986969,GPS,1
2016-05-11 00:35:08 +0000,42.359117,-71.093325,2.289089,10.000000,214.101562,0.470000,420.408721,GPS,1
2016-05-11 00:35:09 +0000,42.359116,-71.093329,2.502316,10.000000,215.156250,0.180000,558.465124,GPS,1
2016-05-11 00:35:10 +0000,42.359116,-71.093329,2.744778,10.000000,193.007812,0.000000,1116.930248,GPS,1
2016-05-11 00:35:11 +0000,42.359120,-71.093329,2.916744,10.000000,95.976562,0.500000,602.894197,GPS,1
2016-05-11 00:35:12 +0000,42.359116,-71.093325,2.447231,10.000000,155.390625,0.500000,427.245594,GPS,1
2016-05-11 00:35:13 +0000,42.359115,-71.093319,2.070583,10.000000,140.976562,0.500000,631.331504,GPS,1
2016-05-11 00:35:14 +0000,42.359110,-71.093320,1.883633,10.000000,193.710938,0.570000,744.887103,GPS,1
2016-05-11 00:35:15 +0000,42.359102,-71.093327,1.744534,10.000000,210.234375,1.640000,322.148339,GPS,1
2016-05-11 00:35:16 +0000,42.359097,-71.093330,2.030453,10.000000,201.445312,1.640000,134.877947,GPS,1
2016-05-11 00:35:17 +0000,42.359092,-71.093331,2.180782,10.000000,190.195312,1.270000,194.931073,GPS,1
2016-05-11 00:35:18 +0000,42.359087,-71.093330,2.354275,10.000000,177.539062,1.030000,190.947026,GPS,1
2016-05-11 00:35:19 +0000,42.359084,-71.093331,2.388851,10.000000,190.195312,1.080000,165.850344,GPS,1
2016-05-11 00:35:20 +0000,42.359087,-71.093329,2.532619,10.000000,191.250000,0.220000,262.955970,GPS,1
2016-05-11 00:35:27 +0000,42.359093,-71.093271,2.532619,10.000000,70.880635,1.528790,133.001592,Est,0
2016-05-11 00:35:29 +0000,42.359103,-71.093202,2.532619,10.000000,66.942327,1.271833,140.841526,Est,0
2016-05-11 00:35:32 +0000,42.359112,-71.093132,2.532619,10.000000,67.609603,1.271833,139.672745,Est,0
2016-05-11 00:35:34 +0000,42.359117,-71.093057,2.532619,10.000000,79.242917,1.283145,231.010150,Est,0
2016-05-11 00:35:37 +0000,42.359133,-71.092998,2.532619,10.000000,50.224913,1.281509,215.574468,Est,0
2016-05-11 00:35:40 +0000,42.359150,-71.092944,2.532619,10.000000,44.788024,1.284021,120.327844,Est,0
2016-05-11 00:35:42 +0000,42.359166,-71.092883,2.532619,10.000000,51.817055,1.287894,110.576540,Est,0
2016-05-11 00:35:45 +0000,42.359175,-71.092813,2.532619,10.000000,67.913029,1.287959,90.174151,Est,0
2016-05-11 00:35:47 +0000,42.359184,-71.092744,2.532619,10.000000,68.203760,1.285317,79.886057,Est,0
2016-05-11 00:35:50 +0000,42.359196,-71.092661,2.532619,10.000000,65.713574,1.284955,74.876708,Est,0
2016-05-11 00:35:52 +0000,42.359206,-71.092592,2.532619,10.000000,66.576882,1.284974,72.621561,Est,0
2016-05-11 00:35:55 +0000,42.359219,-71.092528,2.532619,10.000000,57.949368,1.285114,69.867352,Est,0
2016-05-11 00:35:57 +0000,42.359229,-71.092459,2.532619,10.000000,65.518960,1.284593,67.775623,Est,0
2016-05-11 00:36:00 +0000,42.359239,-71.092390,2.532619,10.000000,65.014031,1.286192,87.959694,Est,0
2016-05-11 00:36:02 +0000,42.359251,-71.092323,2.532619,10.000000,62.258206,1.285907,74.402521,Est,0
2016-05-11 00:36:05 +0000,42.359263,-71.092256,2.532619,10.000000,61.199997,1.286231,91.291925,Est,0
2016-05-11 00:36:08 +0000,42.359273,-71.092185,2.532619,10.000000,65.427742,1.287226,59.639118,Est,0
2016-05-11 00:36:10 +0000,42.359283,-71.092115,2.532619,10.000000,66.745878,1.287620,44.150571,Est,0
2016-05-11 00:36:13 +0000,42.359291,-71.092042,2.532619,10.000000,71.508800,1.289052,39.263960,Est,0
