Time,Lat,Lon,Altitude,Accuracy,Heading,Speed,ETA,Type,Outside
2016-05-11 00:51:06 +0000,42.359037,-71.093524,4.624416,5.000000,284.765625,0.260000,1718.755361,GPS,1
2016-05-11 00:51:06 +0000,42.359037,-71.093524,4.624416,5.000000,284.765625,0.260000,1145.836908,GPS,1
2016-05-11 00:51:06 +0000,42.359037,-71.093524,4.624416,5.000000,284.765625,0.260000,982.145921,GPS,1
2016-05-11 00:51:07 +0000,42.359037,-71.093524,4.594051,5.000000,295.312500,0.000000,1964.291842,GPS,1
2016-05-11 00:51:08 +0000,42.359056,-71.093525,4.167782,5.000000,26.718750,0.260000,1941.912723,GPS,1
2016-05-11 00:51:09 +0000,42.359072,-71.093511,4.015255,5.000000,43.593750,0.680000,422.048785,GPS,1
2016-05-11 00:51:10 +0000,42.359084,-71.093498,3.899014,5.000000,51.679688,0.680000,572.727456,GPS,1
2016-05-11 00:51:11 +0000,42.359090,-71.093492,3.681057,5.000000,61.875000,0.170000,741.278009,GPS,1
2016-05-11 00:51:12 +0000,42.359090,-71.093492,3.662563,5.000000,119.882812,0.000000,1482.556018,GPS,1
2016-05-11 00:51:13 +0000,42.359090,-71.093492,3.518429,5.000000,119.882812,0.000000,2965.112036,GPS,1
2016-05-11 00:51:14 +0000,42.359090,-71.093492,3.455959,5.000000,119.882812,0.000000,5930.224071,GPS,1
2016-05-11 00:51:15 +0000,42.359090,-71.093492,3.451260,5.000000,119.882812,0.000000,11860.448142,GPS,1
2016-05-11 00:51:16 +0000,42.359090,-71.093492,3.367184,5.000000,119.882812,0.000000,23720.896285,GPS,1
2016-05-11 00:51:17 +0000,42.359090,-71.093492,3.553677,5.000000,119.882812,0.000000,47441.792569,GPS,1
2016-05-11 00:51:18 +0000,42.359090,-71.093492,3.854763,5.000000,105.820312,0.000000,94883.585138,GPS,1
2016-05-11 00:51:19 +0000,42.359110,-71.093487,4.030361,5.000000,63.632812,0.220000,2800.158522,GPS,1
2016-05-11 00:51:20 +0000,42.359112,-71.093484,4.074673,5.000000,55.546875,0.220000,1149.167231,GPS,1
2016-05-11 00:51:21 +0000,42.359110,-71.093488,4.042629,10.000000,196.875000,0.920000,398.977640,GPS,1
2016-05-11 00:51:22 +0000,42.359098,-71.093492,4.158871,10.000000,190.195312,0.920000,239.255897,GPS,1
2016-05-11 00:51:23 +0000,42.359087,-71.093500,4.316677,10.000000,199.687500,1.120000,199.684592,GPS,1
2016-05-11 00:51:24 +0000,42.359078,-71.093512,4.307888,10.000000,202.500000,1.410000,276.932345,GPS,1
2016-05-11 00:51:25 +0000,42.359070,-71.093525,4.454525,10.000000,207.421875,1.410000,221.384797,GPS,1
2016-05-11 00:51:26 +0000,42.359061,-71.093539,4.537502,10.000000,204.960938,1.230000,250.827760,GPS,1
2016-05-11 00:51:27 +0000,42.359053,-71.093554,4.603817,10.000000,205.664062,1.230000,172.516751,GPS,1
2016-05-11 00:51:28 +0000,42.359049,-71.093571,4.548550,10.000000,221.835938,1.230000,340.630127,GPS,1
2016-05-11 00:51:29 +0000,42.359047,-71.093592,4.624722,10.000000,238.007812,1.470000,194.840183,GPS,1
2016-05-11 00:51:30 +0000,42.359047,-71.093597,4.650570,10.000000,242.578125,1.470000,207.863147,GPS,1
2016-05-11 00:51:36 +0000,42.359057,-71.093546,4.650570,10.000000,58.374220,1.243409,163.815769,Est,0
2016-05-11 00:51:38 +0000,42.359069,-71.093499,4.650570,10.000000,51.253786,1.242225,146.203116,Est,0
2016-05-11 00:51:41 +0000,42.359081,-71.093449,4.650570,10.000000,54.949597,1.245226,142.784508,Est,0
