Time,X,Y,Z
2016-05-11 00:51:06 +0000,0.029419,-0.317993,-0.951462
2016-05-11 00:51:07 +0000,0.014114,-0.315750,-0.924789
2016-05-11 00:51:08 +0000,0.017212,-0.148529,-0.997574
2016-05-11 00:51:09 +0000,0.007202,-0.031830,-1.016373
2016-05-11 00:51:10 +0000,0.019257,-0.061707,-0.996521
2016-05-11 00:51:11 +0000,0.016541,-0.088989,-0.986908
2016-05-11 00:51:12 +0000,0.014145,-0.094727,-0.997406
2016-05-11 00:51:13 +0000,0.019104,-0.101120,-0.988037
2016-05-11 00:51:14 +0000,-0.008759,-0.102600,-1.001572
2016-05-11 00:51:15 +0000,-0.017426,-0.218216,-1.086182
2016-05-11 00:51:16 +0000,-0.071838,-0.123154,-1.078598
2016-05-11 00:51:17 +0000,-0.031494,-0.160049,-1.040756
2016-05-11 00:51:18 +0000,-0.074982,-0.134033,-1.153580
2016-05-11 00:51:19 +0000,-0.040405,-0.068695,-1.186584
2016-05-11 00:51:20 +0000,-0.025528,-0.207687,-1.074417
2016-05-11 00:51:21 +0000,-0.122009,-0.154007,-0.886353
2016-05-11 00:51:22 +0000,-0.146576,-0.157303,-0.835968
2016-05-11 00:51:23 +0000,-0.016266,-0.181396,-0.851868
2016-05-11 00:51:24 +0000,0.000900,-0.223816,-0.737549
2016-05-11 00:51:25 +0000,-0.046722,-0.225616,-0.801971
2016-05-11 00:51:26 +0000,0.002808,-0.183701,-0.714401
2016-05-11 00:51:27 +0000,-0.049088,-0.094940,-0.867981
2016-05-11 00:51:28 +0000,-0.078995,-0.097336,-0.921722
2016-05-11 00:51:29 +0000,-0.139099,0.004379,-1.148300
2016-05-11 00:51:30 +0000,-0.129410,-0.003601,-0.993317
2016-05-11 00:51:31 +0000,-0.117111,-0.016724,-1.049301
2016-05-11 00:51:32 +0000,-0.065018,-0.038712,-0.957016
2016-05-11 00:51:33 +0000,-0.074921,-0.020599,-0.974594
2016-05-11 00:51:34 +0000,-0.039810,-0.086349,-0.911224
2016-05-11 00:51:35 +0000,0.024872,-0.117661,-0.842239
2016-05-11 00:51:36 +0000,0.018387,-0.129257,-0.913910
2016-05-11 00:51:37 +0000,-0.036362,-0.153717,-1.023529
2016-05-11 00:51:38 +0000,-0.011261,-0.101547,-1.092743
2016-05-11 00:51:39 +0000,-0.051636,-0.061905,-1.263580
2016-05-11 00:51:40 +0000,-0.049759,-0.060471,-1.353012
2016-05-11 00:51:41 +0000,0.003647,-0.023987,-1.325958
2016-05-11 00:51:42 +0000,-0.039856,0.040756,-1.473831
2016-05-11 00:51:43 +0000,-0.088654,-0.128616,-1.201584
2016-05-11 00:51:44 +0000,-0.188797,-0.072632,-1.280609
2016-05-11 00:51:45 +0000,-0.150543,0.059647,-1.496857
2016-05-11 00:51:46 +0000,-0.123428,-0.021011,-1.275925
2016-05-11 00:51:47 +0000,-0.128723,-0.104752,-1.139740
2016-05-11 00:51:48 +0000,-0.203400,-0.152649,-1.022934
2016-05-11 00:51:49 +0000,-0.062454,-0.105301,-1.083420
2016-05-11 00:51:50 +0000,-0.064713,-0.154434,-0.989777
2016-05-11 00:51:51 +0000,-0.094086,-0.140442,-1.106506
2016-05-11 00:51:52 +0000,-0.023621,-0.215622,-0.974640
2016-05-11 00:51:53 +0000,0.079453,-0.309143,-1.096909
2016-05-11 00:51:54 +0000,0.089020,-0.287430,-1.125702
2016-05-11 00:51:55 +0000,0.083405,-0.266464,-1.237656
2016-05-11 00:51:56 +0000,0.040161,-0.272339,-1.174942
2016-05-11 00:51:57 +0000,0.024902,-0.194214,-1.198837
2016-05-11 00:51:58 +0000,0.047302,-0.385391,-1.054276
2016-05-11 00:51:59 +0000,-0.044937,-0.122528,-1.104828
2016-05-11 00:52:00 +0000,-0.079895,-0.144135,-1.025253
2016-05-11 00:52:01 +0000,-0.136398,-0.149872,-1.093781
2016-05-11 00:52:02 +0000,-0.118103,-0.143295,-1.059326
2016-05-11 00:52:03 +0000,-0.071075,-0.094238,-1.069580
2016-05-11 00:52:04 +0000,-0.097656,-0.127106,-1.073013
2016-05-11 00:52:05 +0000,0.034409,-0.217560,-1.156525
2016-05-11 00:52:06 +0000,-0.051697,-0.228027,-0.967133
2016-05-11 00:52:07 +0000,0.003693,-0.228195,-1.107208
2016-05-11 00:52:08 +0000,0.087357,-0.218246,-1.147751
2016-05-11 00:52:09 +0000,0.039932,-0.186615,-1.195984
2016-05-11 00:52:10 +0000,-0.023804,-0.149460,-1.132446
2016-05-11 00:52:11 +0000,-0.015442,-0.100204,-1.255890
2016-05-11 00:52:12 +0000,-0.024612,-0.111694,-1.171494
2016-05-11 00:52:13 +0000,-0.031906,-0.105072,-1.170471
