Time,Distance
2016-05-11 00:51:08 +0000,4.670193
2016-05-11 00:51:18 +0000,0.000000
2016-05-11 00:51:18 +0000,0.000000
2016-05-11 00:51:20 +0000,7.592866
2016-05-11 00:51:23 +0000,3.629457
2016-05-11 00:51:28 +0000,3.152843
2016-05-11 00:51:30 +0000,3.098483
2016-05-11 00:51:33 +0000,3.718180
2016-05-11 00:51:36 +0000,3.098483
2016-05-11 00:51:38 +0000,3.098483
2016-05-11 00:51:41 +0000,3.152843
2016-05-11 00:51:43 +0000,3.152843
2016-05-11 00:51:46 +0000,3.152843
2016-05-11 00:51:48 +0000,3.207202
2016-05-11 00:51:51 +0000,3.207202
2016-05-11 00:51:53 +0000,3.152843
2016-05-11 00:51:56 +0000,3.152843
2016-05-11 00:51:58 +0000,3.152843
2016-05-11 00:52:01 +0000,3.783411
2016-05-11 00:52:04 +0000,3.152843
2016-05-11 00:52:06 +0000,3.207202
2016-05-11 00:52:09 +0000,3.207202
2016-05-11 00:52:11 +0000,3.207202
2016-05-11 00:52:14 +0000,3.207202
2016-05-11 00:52:16 +0000,3.207202
2016-05-11 00:52:19 +0000,3.207202
2016-05-11 00:52:21 +0000,3.207202
2016-05-11 00:52:24 +0000,3.207202
2016-05-11 00:52:27 +0000,3.848642
2016-05-11 00:52:29 +0000,3.207202
2016-05-11 00:52:32 +0000,3.207202
2016-05-11 00:52:34 +0000,3.261561
2016-05-11 00:52:37 +0000,3.261561
2016-05-11 00:52:39 +0000,3.261561
2016-05-11 00:52:42 +0000,3.207202
2016-05-11 00:52:44 +0000,3.207202
2016-05-11 00:52:47 +0000,3.207202
2016-05-11 00:52:49 +0000,1.782987
2016-05-11 00:52:52 +0000,3.098483
2016-05-11 00:52:55 +0000,3.152843
2016-05-11 00:52:57 +0000,3.152843
2016-05-11 00:53:00 +0000,3.207202
2016-05-11 00:53:02 +0000,3.152843
2016-05-11 00:53:05 +0000,3.261561
2016-05-11 00:53:07 +0000,3.315921
2016-05-11 00:53:10 +0000,3.739924
2016-05-11 00:53:12 +0000,3.370280
2016-05-11 00:53:15 +0000,3.261561
