Time,Lat,Lon,Altitude,Accuracy,Heading,Speed,ETA,Type,Outside
2016-05-10 22:41:06 +0000,42.359110,-71.093364,5.352200,10.000000,85.970055,1.444258,358.903776,Est,0
2016-05-10 22:41:08 +0000,42.359099,-71.093302,5.352200,10.000000,85.970055,1.405934,279.763876,Est,0
2016-05-10 22:41:11 +0000,42.359078,-71.093312,5.352200,10.000000,78.365767,1.380300,242.460170,Est,0
2016-05-10 22:41:13 +0000,42.359062,-71.093256,5.352200,10.000000,85.766792,1.357577,308.266776,Est,0
2016-05-10 22:41:16 +0000,42.359080,-71.093208,5.352200,10.000000,87.164001,1.338919,367.678618,Est,0
2016-05-10 22:41:18 +0000,42.359068,-71.093147,5.352200,10.000000,60.789764,1.325443,578.312860,Est,0
2016-05-10 22:41:21 +0000,42.359041,-71.093156,5.352200,10.000000,53.270113,1.314466,573.256128,Est,0
2016-05-10 22:41:24 +0000,42.359018,-71.093194,5.352200,10.000000,65.393556,1.305143,280.016350,Est,0
2016-05-10 22:41:26 +0000,42.359045,-71.093202,5.352200,10.000000,81.803590,1.298175,223.969997,Est,0
2016-05-10 22:41:29 +0000,42.359072,-71.093199,5.352200,10.000000,81.643281,1.289642,332.896060,Est,0
2016-05-10 22:41:31 +0000,42.359046,-71.093187,5.352200,10.000000,78.722493,1.284037,241.571868,Est,0
2016-05-10 22:41:34 +0000,42.359019,-71.093204,5.352200,10.000000,84.570663,1.279829,252.845027,Est,0
2016-05-10 22:41:36 +0000,42.359042,-71.093242,5.352200,10.000000,75.985058,1.276651,211.968938,Est,0
2016-05-10 22:41:38 +0000,42.359042,-71.093242,5.352200,10.000000,71.022764,1.276651,389.838322,Est,0
2016-05-10 22:41:39 +0000,42.359042,-71.093160,5.352200,10.000000,73.831163,1.273288,263.428828,Est,0
2016-05-10 22:41:41 +0000,42.359033,-71.093226,5.352200,10.000000,77.289505,1.270027,266.210459,Est,0
2016-05-10 22:41:44 +0000,42.359048,-71.093167,5.352200,10.000000,74.380535,1.267962,477.556370,Est,0
2016-05-10 22:41:46 +0000,42.359057,-71.093237,5.352200,10.000000,70.368412,1.285487,597.544281,Est,0
2016-05-10 22:41:49 +0000,42.359054,-71.093163,5.352200,10.000000,80.001169,1.265596,536.108899,Est,0
2016-05-10 22:41:52 +0000,42.359055,-71.093237,5.352200,10.000000,76.920874,1.270438,512.608855,Est,0
2016-05-10 22:41:54 +0000,42.359081,-71.093201,5.352200,10.000000,81.163448,1.275759,782.252115,Est,0
2016-05-10 22:41:57 +0000,42.359052,-71.093182,5.352200,10.000000,85.074706,1.278483,284.668588,Est,0
2016-05-10 22:41:59 +0000,42.359023,-71.093190,5.352200,10.000000,78.428151,1.280281,327.658937,Est,0
2016-05-10 22:42:02 +0000,42.359024,-71.093116,5.352200,10.000000,80.141618,1.283135,280.921872,Est,0
2016-05-10 22:42:04 +0000,42.359031,-71.093044,5.352200,10.000000,86.624630,1.285575,252.503755,Est,0
2016-05-10 22:42:07 +0000,42.359001,-71.093034,5.352200,10.000000,78.677763,1.289352,267.374498,Est,0
2016-05-10 22:42:09 +0000,42.359027,-71.093073,5.352200,10.000000,63.383713,1.292293,306.959003,Est,0
2016-05-10 22:42:12 +0000,42.359020,-71.093147,5.352200,10.000000,70.906423,1.294853,253.012967,Est,0
2016-05-10 22:42:15 +0000,42.358991,-71.093148,5.352200,10.000000,72.240653,1.297438,250.836167,Est,0
2016-05-10 22:42:17 +0000,42.359019,-71.093164,5.352200,10.000000,75.619487,1.297947,285.269042,Est,0
2016-05-10 22:42:20 +0000,42.359012,-71.093093,5.352200,10.000000,73.564167,1.300271,337.759864,Est,0
2016-05-10 22:42:22 +0000,42.359004,-71.093022,5.352200,10.000000,73.564167,1.300342,222.767132,Est,0
2016-05-10 22:42:25 +0000,42.358990,-71.093087,5.352200,10.000000,71.186172,1.301200,236.046794,Est,0
2016-05-10 22:42:27 +0000,42.358966,-71.093047,5.352200,10.000000,72.826637,1.301118,281.526447,Est,0
2016-05-10 22:42:30 +0000,42.358994,-71.093026,5.352200,10.000000,81.392014,1.301976,397.922876,Est,0
2016-05-10 22:42:32 +0000,42.358960,-71.093053,5.352200,10.000000,71.953478,1.303043,233.378677,Est,0
2016-05-10 22:42:35 +0000,42.358937,-71.093006,5.352200,10.000000,91.782103,1.302965,191.622872,Est,0
2016-05-10 22:42:37 +0000,42.358939,-71.093080,5.352200,10.000000,83.188104,1.304525,273.622512,Est,0
2016-05-10 22:42:40 +0000,42.358934,-71.093153,5.352200,10.000000,83.432225,1.303426,467.741789,Est,0
2016-05-10 22:42:43 +0000,42.358925,-71.093082,5.352200,10.000000,79.801971,1.303717,261.403464,Est,0
2016-05-10 22:42:45 +0000,42.358953,-71.093106,5.352200,10.000000,82.013291,1.302582,241.407396,Est,0
2016-05-10 22:42:48 +0000,42.358979,-71.093082,5.352200,10.000000,81.341471,1.229201,278.721205,Est,0
2016-05-10 22:42:50 +0000,42.359006,-71.093058,5.352200,10.000000,81.341471,1.232345,297.465223,Est,0
2016-05-10 22:42:53 +0000,42.359034,-71.093051,5.352200,10.000000,81.569815,1.234514,252.857281,Est,0
2016-05-10 22:42:55 +0000,42.359033,-71.093120,5.352200,10.000000,83.302459,1.235857,214.822541,Est,0
2016-05-10 22:42:58 +0000,42.359058,-71.093094,5.352200,10.000000,81.291011,1.235172,240.740202,Est,0
2016-05-10 22:43:00 +0000,42.359035,-71.093055,5.352200,10.000000,85.404893,1.233555,418.920723,Est,0
2016-05-10 22:43:03 +0000,42.359012,-71.093017,5.352200,10.000000,85.404893,1.232675,241.786907,Est,0
2016-05-10 22:43:05 +0000,42.358985,-71.093010,5.352200,10.000000,84.924599,1.232437,319.743655,Est,0
2016-05-10 22:43:08 +0000,42.359011,-71.092983,5.352200,10.000000,49.877993,1.233337,464.239469,Est,0
2016-05-10 22:43:11 +0000,42.358988,-71.093025,5.352200,10.000000,71.627296,1.234420,307.953151,Est,0
2016-05-10 22:43:13 +0000,42.358971,-71.093082,5.352200,10.000000,77.614094,1.236573,224.998130,Est,0
2016-05-10 22:43:16 +0000,42.358977,-71.093013,5.352200,10.000000,111.746453,1.237564,209.553664,Est,0
2016-05-10 22:43:18 +0000,42.358987,-71.092933,5.352200,10.000000,80.411859,1.237905,201.200885,Est,0
2016-05-10 22:43:21 +0000,42.358999,-71.092998,5.352200,10.000000,76.536202,1.237962,191.204288,Est,0
2016-05-10 22:43:23 +0000,42.358988,-71.093063,5.352200,10.000000,77.371792,1.238574,193.672554,Est,0
2016-05-10 22:43:26 +0000,42.358963,-71.093093,5.352200,10.000000,84.387781,1.240017,188.620264,Est,0
2016-05-10 22:43:28 +0000,42.358976,-71.093153,5.352200,10.000000,82.747904,1.239378,193.277812,Est,0
2016-05-10 22:43:31 +0000,42.358962,-71.093094,5.352200,10.000000,85.862920,1.239392,325.273112,Est,0
2016-05-10 22:43:34 +0000,42.358989,-71.093073,5.352200,10.000000,81.386947,1.239116,504.015566,Est,0
2016-05-10 22:43:36 +0000,42.358973,-71.093131,5.352200,10.000000,77.564651,1.240276,282.894596,Est,0
2016-05-10 22:43:39 +0000,42.358942,-71.093153,5.352200,10.000000,84.551495,1.239329,220.584726,Est,0
2016-05-10 22:43:41 +0000,42.358951,-71.093089,5.352200,10.000000,74.183422,1.237140,260.458887,Est,0
2016-05-10 22:43:44 +0000,42.358942,-71.093024,5.352200,10.000000,123.747044,1.235830,234.423006,Est,0
2016-05-10 22:43:46 +0000,42.358940,-71.093093,5.352200,10.000000,83.306672,1.234442,408.356069,Est,0
2016-05-10 22:43:49 +0000,42.358967,-71.093114,5.352200,10.000000,81.994281,1.234826,527.333156,Est,0
2016-05-10 22:43:51 +0000,42.358941,-71.093087,5.352200,10.000000,72.656505,1.235867,267.441789,Est,0
2016-05-10 22:43:54 +0000,42.358920,-71.093027,5.352200,10.000000,91.947190,1.240984,223.487817,Est,0
2016-05-10 22:43:56 +0000,42.358909,-71.093002,5.352200,10.000000,129.534424,1.240984,284.473961,Est,0
2016-05-10 22:43:59 +0000,42.358946,-71.093007,5.352200,10.000000,113.148263,1.240984,226.684012,Est,0
2016-05-10 22:44:02 +0000,42.358926,-71.093106,5.352200,10.000000,108.862124,1.240984,391.214029,Est,0
2016-05-10 22:44:04 +0000,42.358947,-71.093077,5.352200,10.000000,112.611731,1.239613,262.543882,Est,0
2016-05-10 22:44:07 +0000,42.358975,-71.093075,5.352200,10.000000,100.499930,1.240956,306.273470,Est,0
2016-05-10 22:44:09 +0000,42.358963,-71.093137,5.352200,10.000000,108.824483,1.239605,227.871146,Est,0
2016-05-10 22:44:12 +0000,42.358996,-71.093188,5.352200,10.000000,113.644950,1.239605,208.341462,Est,0
2016-05-10 22:44:14 +0000,42.358971,-71.093163,5.352200,10.000000,116.607651,1.237818,306.178604,Est,0
2016-05-10 22:44:17 +0000,42.358944,-71.093165,5.352200,10.000000,116.216710,1.235362,237.439824,Est,0
2016-05-10 22:44:19 +0000,42.358924,-71.093099,5.352200,10.000000,117.169462,1.235131,202.640647,Est,0
2016-05-10 22:44:22 +0000,42.358916,-71.092987,5.352200,10.000000,111.348142,1.232813,186.375327,Est,0
2016-05-10 22:44:25 +0000,42.358879,-71.092986,5.352200,10.000000,109.962029,1.231050,183.114372,Est,0
2016-05-10 22:44:27 +0000,42.358916,-71.093049,5.352200,10.000000,113.691121,1.304228,202.569038,Est,0
2016-05-10 22:44:30 +0000,42.358896,-71.093139,5.352200,10.000000,115.171255,1.304228,210.589943,Est,0
2016-05-10 22:44:32 +0000,42.358911,-71.093184,5.352200,10.000000,107.694877,1.301076,193.435113,Est,0
2016-05-10 22:44:35 +0000,42.358900,-71.093207,5.352200,10.000000,109.294147,1.297646,377.521648,Est,0
2016-05-10 22:44:37 +0000,42.358907,-71.093218,5.352200,10.000000,107.367019,1.296558,240.834182,Est,0
2016-05-10 22:44:40 +0000,42.358906,-71.093172,5.352200,10.000000,105.158039,1.295299,218.548584,Est,0
2016-05-10 22:44:42 +0000,42.358925,-71.093223,5.352200,10.000000,107.623975,1.293683,242.437073,Est,0
2016-05-10 22:44:45 +0000,42.358918,-71.093146,5.352200,10.000000,98.741540,1.293165,227.838769,Est,0
