Time,Distance
2016-05-10 22:36:48 +0000,5.107230
2016-05-10 22:36:51 +0000,1.476580
2016-05-10 22:37:01 +0000,0.000000
2016-05-10 22:37:01 +0000,0.000000
2016-05-10 22:40:50 +0000,2.939816
2016-05-10 22:40:53 +0000,3.585729
2016-05-10 22:40:58 +0000,2.917716
2016-05-10 22:41:01 +0000,4.197416
2016-05-10 22:41:03 +0000,2.917716
2016-05-10 22:41:06 +0000,2.968904
2016-05-10 22:41:08 +0000,2.968904
2016-05-10 22:41:11 +0000,2.416073
2016-05-10 22:41:13 +0000,3.020092
2016-05-10 22:41:16 +0000,2.968904
2016-05-10 22:41:18 +0000,3.020092
2016-05-10 22:41:21 +0000,3.020092
2016-05-10 22:41:24 +0000,3.020092
2016-05-10 22:41:26 +0000,3.020092
2016-05-10 22:41:29 +0000,3.020092
2016-05-10 22:41:31 +0000,3.020092
2016-05-10 22:41:34 +0000,3.020092
2016-05-10 22:41:36 +0000,3.020092
2016-05-10 22:41:38 +0000,0.000000
2016-05-10 22:41:39 +0000,3.624110
2016-05-10 22:41:41 +0000,3.071280
2016-05-10 22:41:44 +0000,3.071280
2016-05-10 22:41:46 +0000,3.261561
2016-05-10 22:41:49 +0000,3.261561
2016-05-10 22:41:52 +0000,3.261561
2016-05-10 22:41:54 +0000,3.261561
2016-05-10 22:41:57 +0000,3.261561
2016-05-10 22:41:59 +0000,3.261561
2016-05-10 22:42:02 +0000,3.261561
2016-05-10 22:42:04 +0000,3.261561
2016-05-10 22:42:07 +0000,3.315921
2016-05-10 22:42:09 +0000,3.315921
2016-05-10 22:42:12 +0000,3.315921
2016-05-10 22:42:15 +0000,3.261561
2016-05-10 22:42:17 +0000,3.261561
2016-05-10 22:42:20 +0000,3.261561
2016-05-10 22:42:22 +0000,3.207202
2016-05-10 22:42:25 +0000,3.261561
2016-05-10 22:42:27 +0000,3.261561
2016-05-10 22:42:30 +0000,3.261561
2016-05-10 22:42:32 +0000,3.913874
2016-05-10 22:42:35 +0000,3.261561
2016-05-10 22:42:37 +0000,3.261561
2016-05-10 22:42:40 +0000,3.261561
2016-05-10 22:42:43 +0000,3.315921
2016-05-10 22:42:45 +0000,3.315921
2016-05-10 22:42:48 +0000,3.122468
2016-05-10 22:42:50 +0000,3.173656
2016-05-10 22:42:53 +0000,3.122468
2016-05-10 22:42:55 +0000,3.071280
2016-05-10 22:42:58 +0000,3.071280
2016-05-10 22:43:00 +0000,3.071280
2016-05-10 22:43:03 +0000,3.071280
2016-05-10 22:43:05 +0000,3.071280
2016-05-10 22:43:08 +0000,3.122468
2016-05-10 22:43:11 +0000,3.122468
2016-05-10 22:43:13 +0000,3.122468
2016-05-10 22:43:16 +0000,3.071280
2016-05-10 22:43:18 +0000,3.685536
2016-05-10 22:43:21 +0000,3.122468
2016-05-10 22:43:23 +0000,3.122468
2016-05-10 22:43:26 +0000,3.071280
2016-05-10 22:43:28 +0000,3.020092
2016-05-10 22:43:31 +0000,3.020092
2016-05-10 22:43:34 +0000,3.071280
2016-05-10 22:43:36 +0000,3.071280
2016-05-10 22:43:39 +0000,3.624110
2016-05-10 22:43:41 +0000,3.020092
2016-05-10 22:43:44 +0000,3.020092
2016-05-10 22:43:46 +0000,3.020092
2016-05-10 22:43:49 +0000,3.071280
2016-05-10 22:43:51 +0000,3.071280
2016-05-10 22:43:54 +0000,3.562685
2016-05-10 22:43:56 +0000,1.658491
2016-05-10 22:43:59 +0000,4.197416
2016-05-10 22:44:02 +0000,4.914048
2016-05-10 22:44:04 +0000,2.661776
2016-05-10 22:44:07 +0000,3.071280
2016-05-10 22:44:09 +0000,3.020092
2016-05-10 22:44:12 +0000,4.299792
2016-05-10 22:44:14 +0000,3.071280
2016-05-10 22:44:17 +0000,3.020092
2016-05-10 22:44:19 +0000,3.624110
2016-05-10 22:44:22 +0000,4.991283
2016-05-10 22:44:25 +0000,4.099505
2016-05-10 22:44:27 +0000,4.950842
2016-05-10 22:44:30 +0000,4.525006
2016-05-10 22:44:32 +0000,2.564953
2016-05-10 22:44:35 +0000,1.591130
2016-05-10 22:44:37 +0000,0.971931
2016-05-10 22:44:40 +0000,2.021447
2016-05-10 22:44:42 +0000,3.080658
2016-05-10 22:44:45 +0000,3.492878
