TimeStamp,Heading,Accuracy
2016-05-10 22:36:23 +0000,234.622284,25.000000
2016-05-10 22:36:48 +0000,212.078476,25.000000
2016-05-10 22:40:35 +0000,258.201904,25.000000
2016-05-10 22:40:36 +0000,252.731918,25.000000
2016-05-10 22:40:37 +0000,258.410950,25.000000
2016-05-10 22:40:37 +0000,264.124878,25.000000
2016-05-10 22:40:38 +0000,269.146759,25.000000
2016-05-10 22:40:38 +0000,274.250092,25.000000
2016-05-10 22:40:38 +0000,281.789825,25.000000
2016-05-10 22:40:38 +0000,287.789978,25.000000
2016-05-10 22:40:38 +0000,292.856689,25.000000
2016-05-10 22:40:38 +0000,299.699921,25.000000
2016-05-10 22:40:38 +0000,304.720856,25.000000
2016-05-10 22:40:38 +0000,310.873688,25.000000
2016-05-10 22:40:38 +0000,317.737701,25.000000
2016-05-10 22:40:38 +0000,324.106567,25.000000
2016-05-10 22:40:38 +0000,330.909271,25.000000
2016-05-10 22:40:38 +0000,336.985962,25.000000
2016-05-10 22:40:38 +0000,342.875183,25.000000
2016-05-10 22:40:38 +0000,349.237640,25.000000
2016-05-10 22:40:38 +0000,355.824799,25.000000
2016-05-10 22:40:38 +0000,2.299279,25.000000
2016-05-10 22:40:39 +0000,7.792743,25.000000
2016-05-10 22:40:39 +0000,13.737222,25.000000
2016-05-10 22:40:39 +0000,20.227428,25.000000
2016-05-10 22:40:39 +0000,25.635849,25.000000
2016-05-10 22:40:39 +0000,32.118603,25.000000
2016-05-10 22:40:39 +0000,37.356754,25.000000
2016-05-10 22:40:39 +0000,42.865730,25.000000
2016-05-10 22:40:39 +0000,48.568836,25.000000
2016-05-10 22:40:39 +0000,56.767948,25.000000
2016-05-10 22:40:39 +0000,62.406662,25.000000
2016-05-10 22:40:39 +0000,67.809456,25.000000
2016-05-10 22:40:39 +0000,73.250397,25.000000
2016-05-10 22:40:40 +0000,79.034554,25.000000
2016-05-10 22:40:40 +0000,84.443993,25.000000
2016-05-10 22:40:42 +0000,79.289261,25.000000
2016-05-10 22:40:44 +0000,73.629700,25.000000
2016-05-10 22:40:46 +0000,79.027664,25.000000
2016-05-10 22:40:46 +0000,74.010735,25.000000
2016-05-10 22:40:47 +0000,79.161224,25.000000
2016-05-10 22:40:47 +0000,73.861443,25.000000
2016-05-10 22:40:49 +0000,79.441063,25.000000
2016-05-10 22:40:49 +0000,84.576912,25.000000
2016-05-10 22:40:50 +0000,90.208389,25.000000
2016-05-10 22:40:50 +0000,95.771408,25.000000
2016-05-10 22:40:50 +0000,101.730301,25.000000
2016-05-10 22:40:50 +0000,107.268997,25.000000
2016-05-10 22:40:51 +0000,112.301086,25.000000
2016-05-10 22:40:51 +0000,106.866646,25.000000
2016-05-10 22:40:52 +0000,101.496666,25.000000
2016-05-10 22:40:53 +0000,96.494331,25.000000
2016-05-10 22:40:53 +0000,90.743073,25.000000
2016-05-10 22:40:58 +0000,84.622131,25.000000
2016-05-10 22:40:59 +0000,79.270706,25.000000
2016-05-10 22:41:01 +0000,84.722443,25.000000
2016-05-10 22:41:02 +0000,90.353172,25.000000
2016-05-10 22:41:02 +0000,84.420502,25.000000
2016-05-10 22:41:05 +0000,89.491936,25.000000
2016-05-10 22:41:06 +0000,84.207314,25.000000
2016-05-10 22:41:09 +0000,79.069656,25.000000
2016-05-10 22:41:10 +0000,73.424965,25.000000
2016-05-10 22:41:10 +0000,78.759125,25.000000
